Query	Taxid	Tax name	Authority	Rank	Basionym	Basionym authority	Curator common name	Has type material	Group name	Domain/Realm name	Domain/Realm taxid	Kingdom name	Kingdom taxid	Phylum name	Phylum taxid	Class name	Class taxid	Order name	Order taxid	Family name	Family taxid	Genus name	Genus taxid	Species name	Species taxid	Scientific name is formal
729	729	Haemophilus parainfluenzae	Rivers 1922	SPECIES				yes	g-proteobacteria	Bacteria	2	Pseudomonadati	3379134	Pseudomonadota	1224	Gammaproteobacteria	1236	Pasteurellales	135625	Pasteurellaceae	712	Haemophilus	724	Haemophilus parainfluenzae	729	TRUE
730	730	[Haemophilus] ducreyi	(Neveu-Lemaire 1921) Bergey et al. 1923	SPECIES				yes	g-proteobacteria	Bacteria	2	Pseudomonadati	3379134	Pseudomonadota	1224	Gammaproteobacteria	1236	Pasteurellales	135625	Pasteurellaceae	712	Haemophilus	724	[Haemophilus] ducreyi	730	TRUE
73044	73044	Streptomyces seoulensis	Chun et al. 1997	SPECIES				yes	high G+C Gram-positive bacteria	Bacteria	2	Bacillati	1783272	Actinomycetota	201174	Actinomycetes	1760	Kitasatosporales	85011	Streptomycetaceae	2062	Streptomyces	1883	Streptomyces seoulensis	73044	TRUE
731	731	Histophilus somni	Angen et al. 2003	SPECIES				yes	g-proteobacteria	Bacteria	2	Pseudomonadati	3379134	Pseudomonadota	1224	Gammaproteobacteria	1236	Pasteurellales	135625	Pasteurellaceae	712	Histophilus	214906	Histophilus somni	731	TRUE
735	735	Haemophilus parahaemolyticus	Pittman 1953	SPECIES				yes	g-proteobacteria	Bacteria	2	Pseudomonadati	3379134	Pseudomonadota	1224	Gammaproteobacteria	1236	Pasteurellales	135625	Pasteurellaceae	712	Haemophilus	724	Haemophilus parahaemolyticus	735	TRUE
738	738	Glaesserella parasuis	(Biberstein and White 1969) Dickerman et al. 2020	SPECIES	Haemophilus parasuis	Biberstein and White 1969 (Approved Lists 1980)		yes	g-proteobacteria	Bacteria	2	Pseudomonadati	3379134	Pseudomonadota	1224	Gammaproteobacteria	1236	Pasteurellales	135625	Pasteurellaceae	712	Glaesserella	2094023	Glaesserella parasuis	738	TRUE
743972	743972	Actinobacillus suis ATCC 33415		STRAIN				no	g-proteobacteria	Bacteria	2	Pseudomonadati	3379134	Pseudomonadota	1224	Gammaproteobacteria	1236	Pasteurellales	135625	Pasteurellaceae	712	Actinobacillus	713	Actinobacillus suis	716	FALSE
747	747	Pasteurella multocida	(Lehmann and Neumann 1899) Rosenbusch and Merchant 1939 (Approved Lists 1980)	SPECIES				yes	g-proteobacteria	Bacteria	2	Pseudomonadati	3379134	Pseudomonadota	1224	Gammaproteobacteria	1236	Pasteurellales	135625	Pasteurellaceae	712	Pasteurella	745	Pasteurella multocida	747	TRUE
749414	749414	Streptomyces bingchenggensis BCW-1		STRAIN				no	high G+C Gram-positive bacteria	Bacteria	2	Bacillati	1783272	Actinomycetota	201174	Actinomycetes	1760	Kitasatosporales	85011	Streptomycetaceae	2062	Streptomyces	1883	Streptomyces bingchenggensis	379067	FALSE
753	753	Pasteurella canis	Mutters et al. 1985	SPECIES				yes	g-proteobacteria	Bacteria	2	Pseudomonadati	3379134	Pseudomonadota	1224	Gammaproteobacteria	1236	Pasteurellales	135625	Pasteurellaceae	712	Pasteurella	745	Pasteurella canis	753	TRUE
754	754	Pasteurella dagmatis	Mutters et al. 1985	SPECIES				yes	g-proteobacteria	Bacteria	2	Pseudomonadati	3379134	Pseudomonadota	1224	Gammaproteobacteria	1236	Pasteurellales	135625	Pasteurellaceae	712	Pasteurella	745	Pasteurella dagmatis	754	TRUE
758678	758678	Clostridium botulinum F str. 230613		STRAIN				no	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Clostridia	186801	Eubacteriales	186802	Clostridiaceae	31979	Clostridium	1485	Clostridium botulinum	1491	FALSE
75985	75985	Mannheimia haemolytica	(Newsom and Cross 1932) Angen et al. 1999	SPECIES	Pasteurella haemolytica	Newsom and Cross 1932 (Approved Lists 1980)		yes	g-proteobacteria	Bacteria	2	Pseudomonadati	3379134	Pseudomonadota	1224	Gammaproteobacteria	1236	Pasteurellales	135625	Pasteurellaceae	712	Mannheimia	75984	Mannheimia haemolytica	75985	TRUE
762982	762982	Paraprevotella xylaniphila YIT 11841		STRAIN				no	CFB group bacteria	Bacteria	2	Pseudomonadati	3379134	Bacteroidota	976	Bacteroidia	200643	Bacteroidales	171549	Prevotellaceae	171552	Paraprevotella	577309	Paraprevotella xylaniphila	454155	FALSE
76857	76857	Fusobacterium polymorphum	(Dzink et al. 1990) Kook et al. 2022	SPECIES	Fusobacterium nucleatum subsp. polymorphum	(ex Knorr 1922) Dzink et al. 1990		yes	fusobacteria	Bacteria	2	Fusobacteriati	3384189	Fusobacteriota	32066	Fusobacteriia	203490	Fusobacteriales	203491	Fusobacteriaceae	203492	Fusobacterium	848	Fusobacterium polymorphum	76857	TRUE
794851	794851	Helicobacter pylori Sat464		STRAIN				no	e-proteobacteria	Bacteria	2	Pseudomonadati	3379134	Campylobacterota	29547	Epsilonproteobacteria	3031852	Campylobacterales	213849	Helicobacteraceae	72293	Helicobacter	209	Helicobacter pylori	210	FALSE
823	823	Parabacteroides distasonis	(Eggerth and Gagnon 1933) Sakamoto and Benno 2006 emend. Hahnke et al. 2016	SPECIES				yes	CFB group bacteria	Bacteria	2	Pseudomonadati	3379134	Bacteroidota	976	Bacteroidia	200643	Bacteroidales	171549	Tannerellaceae	2005525	Parabacteroides	375288	Parabacteroides distasonis	823	TRUE
82380	82380	Microbacterium oxydans	(Chatelain and Second 1966) Schumann et al. 1999	SPECIES	Brevibacterium oxydans	Chatelain and Second 1966 (Approved Lists 1980)		yes	high G+C Gram-positive bacteria	Bacteria	2	Bacillati	1783272	Actinomycetota	201174	Actinomycetes	1760	Micrococcales	85006	Microbacteriaceae	85023	Microbacterium	33882	Microbacterium oxydans	82380	TRUE
827	827	Campylobacter ureolyticus	(Jackson and Goodman 1978) Vandamme et al. 2010	SPECIES				yes	e-proteobacteria	Bacteria	2	Pseudomonadati	3379134	Campylobacterota	29547	Epsilonproteobacteria	3031852	Campylobacterales	213849	Campylobacteraceae	72294	Campylobacter	194	Campylobacter ureolyticus	827	TRUE
831	831	Butyrivibrio fibrisolvens	Bryant and Small 1956 (Approved Lists 1980)	SPECIES				yes	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Clostridia	186801	Lachnospirales	3085636	Lachnospiraceae	186803	Butyrivibrio	830	Butyrivibrio fibrisolvens	831	TRUE
83656	83656	Streptomyces tsukubensis	Muramatsu and Nagai 2013	SPECIES				yes	high G+C Gram-positive bacteria	Bacteria	2	Bacillati	1783272	Actinomycetota	201174	Actinomycetes	1760	Kitasatosporales	85011	Streptomycetaceae	2062	Streptomyces	1883	Streptomyces tsukubensis	83656	TRUE
851	851	Fusobacterium nucleatum	Knorr 1922 (Approved Lists 1980)	SPECIES				yes	fusobacteria	Bacteria	2	Fusobacteriati	3384189	Fusobacteriota	32066	Fusobacteriia	203490	Fusobacteriales	203491	Fusobacteriaceae	203492	Fusobacterium	848	Fusobacterium nucleatum	851	TRUE
85402	85402	Mannheimia granulomatis	(Ribeiro et al. 1990) Angen et al. 1999	SPECIES	Pasteurella granulomatis	Ribeiro et al. 1990		yes	g-proteobacteria	Bacteria	2	Pseudomonadati	3379134	Pseudomonadota	1224	Gammaproteobacteria	1236	Pasteurellales	135625	Pasteurellaceae	712	Mannheimia	75984	Mannheimia granulomatis	85402	TRUE
85404	85404	Mannheimia varigena	Angen et al. 1999	SPECIES				yes	g-proteobacteria	Bacteria	2	Pseudomonadati	3379134	Pseudomonadota	1224	Gammaproteobacteria	1236	Pasteurellales	135625	Pasteurellaceae	712	Mannheimia	75984	Mannheimia varigena	85404	TRUE
86102	86102	Idiomarina abyssalis	Ivanova et al. 2000	SPECIES				yes	g-proteobacteria	Bacteria	2	Pseudomonadati	3379134	Pseudomonadota	1224	Gammaproteobacteria	1236	Alteromonadales	135622	Idiomarinaceae	267893	Idiomarina	135575	Idiomarina abyssalis	86102	TRUE
861360	861360	Glutamicibacter arilaitensis Re117		STRAIN				no	high G+C Gram-positive bacteria	Bacteria	2	Bacillati	1783272	Actinomycetota	201174	Actinomycetes	1760	Micrococcales	85006	Micrococcaceae	1268	Glutamicibacter	1742989	Glutamicibacter arilaitensis	256701	FALSE
862751	862751	Streptomyces sp. SirexAA-E		SPECIES				no	high G+C Gram-positive bacteria	Bacteria	2	Bacillati	1783272	Actinomycetota	201174	Actinomycetes	1760	Kitasatosporales	85011	Streptomycetaceae	2062	Streptomyces	1883	Streptomyces sp. SirexAA-E	862751	FALSE
862964	862964	Haemophilus influenzae 10810		STRAIN				no	g-proteobacteria	Bacteria	2	Pseudomonadati	3379134	Pseudomonadota	1224	Gammaproteobacteria	1236	Pasteurellales	135625	Pasteurellaceae	712	Haemophilus	724	Haemophilus influenzae	727	FALSE
862965	862965	Haemophilus parainfluenzae T3T1		STRAIN				no	g-proteobacteria	Bacteria	2	Pseudomonadati	3379134	Pseudomonadota	1224	Gammaproteobacteria	1236	Pasteurellales	135625	Pasteurellaceae	712	Haemophilus	724	Haemophilus parainfluenzae	729	FALSE
866630	866630	Haemophilus influenzae F3031		STRAIN				no	g-proteobacteria	Bacteria	2	Pseudomonadati	3379134	Pseudomonadota	1224	Gammaproteobacteria	1236	Pasteurellales	135625	Pasteurellaceae	712	Haemophilus	724	Haemophilus influenzae	727	FALSE
866789	866789	Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775		STRAIN				no	enterobacteria	Bacteria	2	Pseudomonadati	3379134	Pseudomonadota	1224	Gammaproteobacteria	1236	Enterobacterales	91347	Enterobacteriaceae	543	Escherichia	561	Escherichia coli	562	FALSE
869729	869729	Escherichia coli UM146		STRAIN				no	enterobacteria	Bacteria	2	Pseudomonadati	3379134	Pseudomonadota	1224	Gammaproteobacteria	1236	Enterobacterales	91347	Enterobacteriaceae	543	Escherichia	561	Escherichia coli	562	FALSE
882101	882101	Sinorhizobium fredii GR64		STRAIN				no	a-proteobacteria	Bacteria	2	Pseudomonadati	3379134	Pseudomonadota	1224	Alphaproteobacteria	28211	Hyphomicrobiales	356	Rhizobiaceae	82115	Sinorhizobium	28105	Sinorhizobium fredii	380	FALSE
887462	887462	Streptomyces brevispora	Zucchi et al. 2012	SPECIES				yes	high G+C Gram-positive bacteria	Bacteria	2	Bacillati	1783272	Actinomycetota	201174	Actinomycetes	1760	Kitasatosporales	85011	Streptomycetaceae	2062	Streptomyces	1883	Streptomyces brevispora	887462	TRUE
887464	887464	Streptomyces laculatispora	Zucchi et al. 2012	SPECIES				yes	high G+C Gram-positive bacteria	Bacteria	2	Bacillati	1783272	Actinomycetota	201174	Actinomycetes	1760	Kitasatosporales	85011	Streptomycetaceae	2062	Streptomyces	1883	Streptomyces laculatispora	887464	TRUE
909420	909420	Neisseria meningitidis H44/76		STRAIN				no	b-proteobacteria	Bacteria	2	Pseudomonadati	3379134	Pseudomonadota	1224	Betaproteobacteria	28216	Neisseriales	206351	Neisseriaceae	481	Neisseria	482	Neisseria meningitidis	487	FALSE
91890	91890	Legionella pneumophila subsp. pascullei	Brenner et al. 1989	SUBSPECIES				yes	g-proteobacteria	Bacteria	2	Pseudomonadati	3379134	Pseudomonadota	1224	Gammaproteobacteria	1236	Legionellales	118969	Legionellaceae	444	Legionella	445	Legionella pneumophila	446	TRUE
91891	91891	Legionella pneumophila subsp. pneumophila	Brenner et al. 1979 (Approved Lists 1980)	SUBSPECIES				yes	g-proteobacteria	Bacteria	2	Pseudomonadati	3379134	Pseudomonadota	1224	Gammaproteobacteria	1236	Legionellales	118969	Legionellaceae	444	Legionella	445	Legionella pneumophila	446	TRUE
91892	91892	Legionella pneumophila subsp. fraseri	Brenner et al. 1989	SUBSPECIES				yes	g-proteobacteria	Bacteria	2	Pseudomonadati	3379134	Pseudomonadota	1224	Gammaproteobacteria	1236	Legionellales	118969	Legionellaceae	444	Legionella	445	Legionella pneumophila	446	TRUE
92644	92644	Streptomyces malaysiensis	Al-Tai et al. 1999	SPECIES				yes	high G+C Gram-positive bacteria	Bacteria	2	Bacillati	1783272	Actinomycetota	201174	Actinomycetes	1760	Kitasatosporales	85011	Streptomycetaceae	2062	Streptomyces	1883	Streptomyces malaysiensis	92644	TRUE
933093	933093	Legionella pneumophila subsp. pneumophila ATCC 43290		STRAIN				no	g-proteobacteria	Bacteria	2	Pseudomonadati	3379134	Pseudomonadota	1224	Gammaproteobacteria	1236	Legionellales	118969	Legionellaceae	444	Legionella	445	Legionella pneumophila	446	FALSE
935588	935588	Neisseria meningitidis M01-240355		STRAIN				no	b-proteobacteria	Bacteria	2	Pseudomonadati	3379134	Pseudomonadota	1224	Betaproteobacteria	28216	Neisseriales	206351	Neisseriaceae	481	Neisseria	482	Neisseria meningitidis	487	FALSE
935589	935589	Neisseria meningitidis NZ-05/33		STRAIN				no	b-proteobacteria	Bacteria	2	Pseudomonadati	3379134	Pseudomonadota	1224	Betaproteobacteria	28216	Neisseriales	206351	Neisseriaceae	481	Neisseria	482	Neisseria meningitidis	487	FALSE
935590	935590	Neisseria meningitidis M0579		STRAIN				no	b-proteobacteria	Bacteria	2	Pseudomonadati	3379134	Pseudomonadota	1224	Betaproteobacteria	28216	Neisseriales	206351	Neisseriaceae	481	Neisseria	482	Neisseria meningitidis	487	FALSE
935591	935591	Neisseria meningitidis M01-240149		STRAIN				no	b-proteobacteria	Bacteria	2	Pseudomonadati	3379134	Pseudomonadota	1224	Betaproteobacteria	28216	Neisseriales	206351	Neisseriaceae	481	Neisseria	482	Neisseria meningitidis	487	FALSE
935593	935593	Neisseria meningitidis M04-240196		STRAIN				no	b-proteobacteria	Bacteria	2	Pseudomonadati	3379134	Pseudomonadota	1224	Betaproteobacteria	28216	Neisseriales	206351	Neisseriaceae	481	Neisseria	482	Neisseria meningitidis	487	FALSE
935599	935599	Neisseria meningitidis G2136		STRAIN				no	b-proteobacteria	Bacteria	2	Pseudomonadati	3379134	Pseudomonadota	1224	Betaproteobacteria	28216	Neisseriales	206351	Neisseriaceae	481	Neisseria	482	Neisseria meningitidis	487	FALSE
935897	935897	Haemophilus influenzae F3047		STRAIN				no	g-proteobacteria	Bacteria	2	Pseudomonadati	3379134	Pseudomonadota	1224	Gammaproteobacteria	1236	Pasteurellales	135625	Pasteurellaceae	712	Haemophilus	724	Haemophilus influenzae	727	FALSE
936155	936155	Helicobacter felis ATCC 49179		STRAIN				no	e-proteobacteria	Bacteria	2	Pseudomonadati	3379134	Campylobacterota	29547	Epsilonproteobacteria	3031852	Campylobacterales	213849	Helicobacteraceae	72293	Helicobacter	209	Helicobacter felis	214	FALSE
941323	941323	Escherichia coli VR50		STRAIN				no	enterobacteria	Bacteria	2	Pseudomonadati	3379134	Pseudomonadota	1224	Gammaproteobacteria	1236	Enterobacterales	91347	Enterobacteriaceae	543	Escherichia	561	Escherichia coli	562	FALSE
941968	941968	Clostridium botulinum H04402 065		STRAIN				no	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Clostridia	186801	Eubacteriales	186802	Clostridiaceae	31979	Clostridium	1485	Clostridium botulinum	1491	FALSE
945704	945704	Streptococcus suis JS14		STRAIN				no	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Streptococcaceae	1300	Streptococcus	1301	Streptococcus suis	1307	FALSE
953739	953739	Streptomyces venezuelae ATCC 10712		STRAIN				no	high G+C Gram-positive bacteria	Bacteria	2	Bacillati	1783272	Actinomycetota	201174	Actinomycetes	1760	Kitasatosporales	85011	Streptomycetaceae	2062	Streptomyces	1883	Streptomyces venezuelae	54571	FALSE
98671	98671	Pseudoglutamicibacter albus	(Wauters et al. 2000) Busse 2016	SPECIES	Arthrobacter albus	Wauters et al. 2000		yes	high G+C Gram-positive bacteria	Bacteria	2	Bacillati	1783272	Actinomycetota	201174	Actinomycetes	1760	Micrococcales	85006	Micrococcaceae	1268	Pseudoglutamicibacter	1742991	Pseudoglutamicibacter albus	98671	TRUE
993512	993512	Streptococcus suis A7		STRAIN				no	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Streptococcaceae	1300	Streptococcus	1301	Streptococcus suis	1307	FALSE
1660076	1660076	Campylobacter vicugnae	Miller et al. 2024	SPECIES				yes	e-proteobacteria	Bacteria	2	Pseudomonadati	3379134	Campylobacterota	29547	Epsilonproteobacteria	3031852	Campylobacterales	213849	Campylobacteraceae	72294	Campylobacter	194	Campylobacter vicugnae	1660076	TRUE
1661694	1661694	Streptomyces sp. Tue 6075		SPECIES				no	high G+C Gram-positive bacteria	Bacteria	2	Bacillati	1783272	Actinomycetota	201174	Actinomycetes	1760	Kitasatosporales	85011	Streptomycetaceae	2062	Streptomyces	1883	Streptomyces sp. Tue 6075	1661694	FALSE
1664033	1664033	Streptomyces sp. R527F		SPECIES				no	high G+C Gram-positive bacteria	Bacteria	2	Bacillati	1783272	Actinomycetota	201174	Actinomycetes	1760	Kitasatosporales	85011	Streptomycetaceae	2062	Streptomyces	1883	Streptomyces sp. R527F	1664033	FALSE
1696072	1696072	Microbacterium sp. CGR1		SPECIES				no	high G+C Gram-positive bacteria	Bacteria	2	Bacillati	1783272	Actinomycetota	201174	Actinomycetes	1760	Micrococcales	85006	Microbacteriaceae	85023	Microbacterium	33882	Microbacterium sp. CGR1	1696072	FALSE
1720343	1720343	Pseudoalteromonas sp. 1_2015MBL_MicDiv		SPECIES				no	g-proteobacteria	Bacteria	2	Pseudomonadati	3379134	Pseudomonadota	1224	Gammaproteobacteria	1236	Alteromonadales	135622	Pseudoalteromonadaceae	267888	Pseudoalteromonas	53246	Pseudoalteromonas sp. 1_2015MBL_MicDiv	1720343	FALSE
1725411	1725411	Streptomyces sp. CdTB01		SPECIES				no	high G+C Gram-positive bacteria	Bacteria	2	Bacillati	1783272	Actinomycetota	201174	Actinomycetes	1760	Kitasatosporales	85011	Streptomycetaceae	2062	Streptomyces	1883	Streptomyces sp. CdTB01	1725411	FALSE
1736046	1736046	Streptomyces sp. SM18		SPECIES				no	high G+C Gram-positive bacteria	Bacteria	2	Bacillati	1783272	Actinomycetota	201174	Actinomycetes	1760	Kitasatosporales	85011	Streptomycetaceae	2062	Streptomyces	1883	Streptomyces sp. SM18	1736046	FALSE
1740262	1740262	Catenovulum sediminis	Shi et al. 2017	SPECIES				yes	g-proteobacteria	Bacteria	2	Pseudomonadati	3379134	Pseudomonadota	1224	Gammaproteobacteria	1236	Alteromonadales	135622	Alteromonadaceae	72275	Catenovulum	1172191	Catenovulum sediminis	1740262	TRUE
1775880	1775880	Glutamicibacter mishrai	Das et al. 2020	SPECIES				yes	high G+C Gram-positive bacteria	Bacteria	2	Bacillati	1783272	Actinomycetota	201174	Actinomycetes	1760	Micrococcales	85006	Micrococcaceae	1268	Glutamicibacter	1742989	Glutamicibacter mishrai	1775880	TRUE
1778675	1778675	Chromobacterium rhizoryzae	Zhou et al. 2016	SPECIES				yes	b-proteobacteria	Bacteria	2	Pseudomonadati	3379134	Pseudomonadota	1224	Betaproteobacteria	28216	Neisseriales	206351	Chromobacteriaceae	1499392	Chromobacterium	535	Chromobacterium rhizoryzae	1778675	TRUE
1783515	1783515	Streptomyces qaidamensis	Zhang et al. 2025	SPECIES				yes	high G+C Gram-positive bacteria	Bacteria	2	Bacillati	1783272	Actinomycetota	201174	Actinomycetes	1760	Kitasatosporales	85011	Streptomycetaceae	2062	Streptomyces	1883	Streptomyces qaidamensis	1783515	TRUE
1796644	1796644	Rodentibacter caecimuris	(Lagkouvardos et al. 2016) Li 2024	SPECIES	Pasteurella caecimuris	Lagkouvardos et al. 2016		yes	g-proteobacteria	Bacteria	2	Pseudomonadati	3379134	Pseudomonadota	1224	Gammaproteobacteria	1236	Pasteurellales	135625	Pasteurellaceae	712	Rodentibacter	1960084	Rodentibacter caecimuris	1796644	TRUE
1813019	1813019	Campylobacter hepaticus	Van et al. 2016	SPECIES				yes	e-proteobacteria	Bacteria	2	Pseudomonadati	3379134	Campylobacterota	29547	Epsilonproteobacteria	3031852	Campylobacterales	213849	Campylobacteraceae	72294	Campylobacter	194	Campylobacter hepaticus	1813019	TRUE
1813595	1813595	Campylobacter sp. 2014D-0216		SPECIES				no	e-proteobacteria	Bacteria	2	Pseudomonadati	3379134	Campylobacterota	29547	Epsilonproteobacteria	3031852	Campylobacterales	213849	Campylobacteraceae	72294	Campylobacter	194	Campylobacter sp. 2014D-0216	1813595	FALSE
1821625	1821625	Streptomyces sp. VN1		SPECIES				no	high G+C Gram-positive bacteria	Bacteria	2	Bacillati	1783272	Actinomycetota	201174	Actinomycetes	1760	Kitasatosporales	85011	Streptomycetaceae	2062	Streptomyces	1883	Streptomyces sp. VN1	1821625	FALSE
1821960	1821960	Edwardsiella anguillarum	Shao et al. 2015	SPECIES				yes	enterobacteria	Bacteria	2	Pseudomonadati	3379134	Pseudomonadota	1224	Gammaproteobacteria	1236	Enterobacterales	91347	Hafniaceae	1903412	Edwardsiella	635	Edwardsiella anguillarum	1821960	TRUE
1827580	1827580	Streptomyces nigra	Chen et al. 2018	SPECIES				yes	high G+C Gram-positive bacteria	Bacteria	2	Bacillati	1783272	Actinomycetota	201174	Actinomycetes	1760	Kitasatosporales	85011	Streptomycetaceae	2062	Streptomyces	1883	Streptomyces nigra	1827580	FALSE
1837283	1837283	Streptomyces sp. S8		SPECIES				no	high G+C Gram-positive bacteria	Bacteria	2	Bacillati	1783272	Actinomycetota	201174	Actinomycetes	1760	Kitasatosporales	85011	Streptomycetaceae	2062	Streptomyces	1883	Streptomyces sp. S8	1837283	FALSE
1842540	1842540	Methyloversatilis sp. RAC08		SPECIES				no	b-proteobacteria	Bacteria	2	Pseudomonadati	3379134	Pseudomonadota	1224	Betaproteobacteria	28216	Nitrosomonadales	32003	Sterolibacteriaceae	2008793	Methyloversatilis	378210	Methyloversatilis sp. RAC08	1842540	FALSE
1848766	1848766	Campylobacter ornithocola	Caceres et al. 2017	SPECIES				yes	e-proteobacteria	Bacteria	2	Pseudomonadati	3379134	Campylobacterota	29547	Epsilonproteobacteria	3031852	Campylobacterales	213849	Campylobacteraceae	72294	Campylobacter	194	Campylobacter ornithocola	1848766	TRUE
1848900	1848900	Streptomyces sp. ST1015		SPECIES				no	high G+C Gram-positive bacteria	Bacteria	2	Bacillati	1783272	Actinomycetota	201174	Actinomycetes	1760	Kitasatosporales	85011	Streptomycetaceae	2062	Streptomyces	1883	Streptomyces sp. ST1015	1848900	FALSE
1849967	1849967	Streptomyces sp. SAT1		SPECIES				no	high G+C Gram-positive bacteria	Bacteria	2	Bacillati	1783272	Actinomycetota	201174	Actinomycetes	1760	Kitasatosporales	85011	Streptomycetaceae	2062	Streptomyces	1883	Streptomyces sp. SAT1	1849967	FALSE
1851167	1851167	Streptomyces sp. 11-1-2		SPECIES				no	high G+C Gram-positive bacteria	Bacteria	2	Bacillati	1783272	Actinomycetota	201174	Actinomycetes	1760	Kitasatosporales	85011	Streptomycetaceae	2062	Streptomyces	1883	Streptomyces sp. 11-1-2	1851167	FALSE
1854574	1854574	Streptomyces huasconensis	CorteÌs-Albayay et al. 2019	SPECIES				yes	high G+C Gram-positive bacteria	Bacteria	2	Bacillati	1783272	Actinomycetota	201174	Actinomycetes	1760	Kitasatosporales	85011	Streptomycetaceae	2062	Streptomyces	1883	Streptomyces huasconensis	1854574	TRUE
1866326	1866326	Hyphococcus flavus	Sun et al. 2017	SPECIES				yes	a-proteobacteria	Bacteria	2	Pseudomonadati	3379134	Pseudomonadota	1224	Alphaproteobacteria	28211	Parvularculales	255473	Parvularculaceae	255474	Hyphococcus	2038635	Hyphococcus flavus	1866326	TRUE
1867846	1867846	Legionella clemsonensis		SPECIES				yes	g-proteobacteria	Bacteria	2	Pseudomonadati	3379134	Pseudomonadota	1224	Gammaproteobacteria	1236	Legionellales	118969	Legionellaceae	444	Legionella	445	Legionella clemsonensis	1867846	FALSE
1904616	1904616	Streptomyces fodineus	Kim et al. 2019	SPECIES				yes	high G+C Gram-positive bacteria	Bacteria	2	Bacillati	1783272	Actinomycetota	201174	Actinomycetes	1760	Kitasatosporales	85011	Streptomycetaceae	2062	Streptomyces	1883	Streptomyces fodineus	1904616	TRUE
1911586	1911586	Marinilactibacillus sp. 15R		SPECIES				no	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Carnobacteriaceae	186828	Marinilactibacillus	191769	Marinilactibacillus sp. 15R	1911586	FALSE
1916917	1916917	Microbacterium sp. 1.5R		SPECIES				no	high G+C Gram-positive bacteria	Bacteria	2	Bacillati	1783272	Actinomycetota	201174	Actinomycetes	1760	Micrococcales	85006	Microbacteriaceae	85023	Microbacterium	33882	Microbacterium sp. 1.5R	1916917	FALSE
1917441	1917441	Streptococcus ruminantium	Tohya et al. 2017	SPECIES				yes	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Streptococcaceae	1300	Streptococcus	1301	Streptococcus ruminantium	1917441	TRUE
1933880	1933880	Glutamicibacter halophytocola	Feng et al. 2017	SPECIES				yes	high G+C Gram-positive bacteria	Bacteria	2	Bacillati	1783272	Actinomycetota	201174	Actinomycetes	1760	Micrococcales	85006	Micrococcaceae	1268	Glutamicibacter	1742989	Glutamicibacter halophytocola	1933880	TRUE
1938334	1938334	Microbacterium sp. TPU 3598		SPECIES				no	high G+C Gram-positive bacteria	Bacteria	2	Bacillati	1783272	Actinomycetota	201174	Actinomycetes	1760	Micrococcales	85006	Microbacteriaceae	85023	Microbacterium	33882	Microbacterium sp. TPU 3598	1938334	FALSE
1940319	1940319	Streptococcus sp. DAT741		SPECIES				no	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Streptococcaceae	1300	Streptococcus	1301	Streptococcus sp. DAT741	1940319	FALSE
1961713	1961713	Streptomyces sp. MOE7		SPECIES				no	high G+C Gram-positive bacteria	Bacteria	2	Bacillati	1783272	Actinomycetota	201174	Actinomycetes	1760	Kitasatosporales	85011	Streptomycetaceae	2062	Streptomyces	1883	Streptomyces sp. MOE7	1961713	FALSE
1977088	1977088	Streptomyces ficellus	Argoudelis et al. 1976	SPECIES				yes	high G+C Gram-positive bacteria	Bacteria	2	Bacillati	1783272	Actinomycetota	201174	Actinomycetes	1760	Kitasatosporales	85011	Streptomycetaceae	2062	Streptomyces	1883	Streptomyces ficellus	1977088	FALSE
1984801	1984801	Streptomyces sp. CLI2509		SPECIES				no	high G+C Gram-positive bacteria	Bacteria	2	Bacillati	1783272	Actinomycetota	201174	Actinomycetes	1760	Kitasatosporales	85011	Streptomycetaceae	2062	Streptomyces	1883	Streptomyces sp. CLI2509	1984801	FALSE
2004710	2004710	Cloacibacterium caeni	Chun et al. 2017	SPECIES				yes	CFB group bacteria	Bacteria	2	Pseudomonadati	3379134	Bacteroidota	976	Flavobacteriia	117743	Flavobacteriales	200644	Weeksellaceae	2762318	Cloacibacterium	501783	Cloacibacterium caeni	2004710	TRUE
2005885	2005885	Streptomyces sp. S063		SPECIES				no	high G+C Gram-positive bacteria	Bacteria	2	Bacillati	1783272	Actinomycetota	201174	Actinomycetes	1760	Kitasatosporales	85011	Streptomycetaceae	2062	Streptomyces	1883	Streptomyces sp. S063	2005885	FALSE
2026188	2026188	Bacillus tropicus	Liu et al. 2017	SPECIES				yes	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Bacilli	91061	Bacillales	1385	Bacillaceae	186817	Bacillus	1386	Bacillus tropicus	2026188	TRUE
