target_ID	accession_1	tlen	query_ID	accession_2	qlen	e_value_seq	score_seq	bias_seq	#	of	c_value	i_value	score_dom	bias_dom	hmm_from	hmm_to	ali_from	ali_to	env_from	env_to	acc	description	View_kpsM_ncbi_40_complete$target_ID
GCF_001598115.1_protein.faa_WP_137965738.1	-	260	kpsM_final_mafft	-	260	1.8e-16	59	1.3	1	1	3.6e-19	2.1e-16	58.7	1.3	19	253	15	258	9	260	0.84	-	GCF_001598115.1_protein.faa_WP_137965738.1
GCF_001598115.1_protein.faa_WP_059147880.1	-	287	kpsM_final_mafft	-	260	3.7e-15	54.6	4.5	1	1	9.2e-18	5.4e-15	54.1	4.5	38	222	50	245	46	283	0.8	-	GCF_001598115.1_protein.faa_WP_059147880.1
GCF_018139065.1_protein.faa_WP_005754209.1	-	265	kpsM_final_mafft	-	260	8.2e-45	149.8	20.3	1	1	1.5e-47	1e-44	149.4	20.3	7	255	12	261	6	264	0.96	-	GCF_018139065.1_protein.faa_WP_005754209.1
GCF_018139065.1_protein.faa_WP_005753849.1	-	255	kpsM_final_mafft	-	260	2.9e-19	66	22.3	1	1	5.5e-22	3.8e-19	65.7	22.3	37	248	26	246	8	250	0.79	-	GCF_018139065.1_protein.faa_WP_005753849.1
GCF_003074715.2_protein.faa_WP_015683236.1	-	256	kpsM_final_mafft	-	260	5.5e-19	65.8	20	1	1	7.1e-22	7.8e-19	65.3	20	31	249	19	248	15	253	0.77	-	GCF_003074715.2_protein.faa_WP_015683236.1
GCF_009738145.1_protein.faa_WP_053291190.1	-	256	kpsM_final_mafft	-	260	1.6e-18	64.7	20	1	1	2.5e-21	2.3e-18	64.2	20	37	250	27	249	14	253	0.8	-	GCF_009738145.1_protein.faa_WP_053291190.1
GCF_003697165.2_protein.faa_WP_000124301.1	-	258	kpsM_final_mafft	-	260	7.4e-107	354.3	18.6	1	1	1.1e-109	8.2e-107	354.1	18.6	8	259	6	258	1	258	0.99	-	GCF_003697165.2_protein.faa_WP_000124301.1
GCF_003697165.2_protein.faa_WP_000972203.1	-	256	kpsM_final_mafft	-	260	1.6e-18	64.8	19.9	1	1	2.8e-21	2.2e-18	64.3	19.9	37	250	27	249	14	253	0.8	-	GCF_003697165.2_protein.faa_WP_000972203.1
GCF_900638175.1_protein.faa_WP_002855356.1	-	260	kpsM_final_mafft	-	260	1.9e-47	158	32.2	1	1	1.4e-50	2.2e-47	157.8	32.2	13	257	3	255	1	257	0.95	-	GCF_900638175.1_protein.faa_WP_002855356.1
GCF_000008465.1_protein.faa_WP_011235485.1	-	259	kpsM_final_mafft	-	260	1.8e-24	83.4	18.3	1	1	2.8e-27	2.4e-24	83	18.3	37	250	29	250	21	255	0.85	-	GCF_000008465.1_protein.faa_WP_011235485.1
GCF_001886795.1_protein.faa_WP_010946509.1	-	283	kpsM_final_mafft	-	260	1.7e-51	172.2	22.4	1	1	3.2e-54	2e-51	172	22.4	4	258	27	281	24	283	0.98	-	GCF_001886795.1_protein.faa_WP_010946509.1
GCF_001886795.1_protein.faa_WP_027228946.1	-	257	kpsM_final_mafft	-	260	2.3e-20	70.2	23	1	1	5.8e-23	3.5e-20	69.6	23	15	251	10	250	2	256	0.83	-	GCF_001886795.1_protein.faa_WP_027228946.1
GCF_003074735.2_protein.faa_WP_015460969.1	-	256	kpsM_final_mafft	-	260	2.2e-19	67.1	19.5	1	1	2.9e-22	3.2e-19	66.6	19.5	31	249	19	248	15	253	0.77	-	GCF_003074735.2_protein.faa_WP_015460969.1
GCF_013138145.1_protein.faa_WP_015702765.1	-	261	kpsM_final_mafft	-	260	5.3e-57	190.6	26	1	1	7.4e-60	5.9e-57	190.5	26	6	259	3	260	1	261	0.97	-	GCF_013138145.1_protein.faa_WP_015702765.1
GCF_013138145.1_protein.faa_WP_000983415.1	-	256	kpsM_final_mafft	-	260	2.3e-18	64	21.8	1	1	3.9e-21	3.1e-18	63.6	21.8	37	250	27	249	12	253	0.77	-	GCF_013138145.1_protein.faa_WP_000983415.1
GCF_008727315.1_protein.faa_WP_002779235.1	-	260	kpsM_final_mafft	-	260	1.3e-50	168.5	29.2	1	1	9e-54	1.5e-50	168.3	29.2	13	257	3	255	1	257	0.95	-	GCF_008727315.1_protein.faa_WP_002779235.1
GCF_003355255.1_protein.faa_WP_002215286.1	-	265	kpsM_final_mafft	-	260	2.9e-46	154.4	20.8	1	1	1.9e-49	3.8e-46	154.1	20.8	6	255	11	261	2	264	0.97	-	GCF_003355255.1_protein.faa_WP_002215286.1
GCF_949787665.1_protein.faa_WP_107294022.1	-	261	kpsM_final_mafft	-	260	1.3e-65	218.9	11.8	1	1	2.1e-68	1.4e-65	218.8	11.8	2	256	2	257	1	261	0.96	-	GCF_949787665.1_protein.faa_WP_107294022.1
GCF_949787665.1_protein.faa_WP_045028048.1	-	256	kpsM_final_mafft	-	260	8.9e-20	68.6	18	1	1	1.9e-22	1.2e-19	68.2	18	37	249	27	246	8	251	0.75	-	GCF_949787665.1_protein.faa_WP_045028048.1
GCF_015245165.1_protein.faa_WP_002818958.1	-	260	kpsM_final_mafft	-	260	2.9e-47	157.4	31.4	1	1	2.1e-50	3.3e-47	157.2	31.4	13	257	3	255	1	257	0.94	-	GCF_015245165.1_protein.faa_WP_002818958.1
GCF_035918115.1_protein.faa_WP_326702467.1	-	309	kpsM_final_mafft	-	260	2.2e-42	143.5	11.7	1	1	6.9e-45	2.6e-42	143.3	11.7	4	255	45	305	42	308	0.93	-	GCF_035918115.1_protein.faa_WP_326702467.1
GCF_035918115.1_protein.faa_WP_415960930.1	-	321	kpsM_final_mafft	-	260	2.3e-39	133.6	6.3	1	1	7.1e-42	2.7e-39	133.4	6.3	4	255	57	317	54	320	0.92	-	GCF_035918115.1_protein.faa_WP_415960930.1
GCF_035918115.1_protein.faa_WP_326706177.1	-	286	kpsM_final_mafft	-	260	8.1e-18	63	10.6	1	1	3.8e-20	1.4e-17	62.2	10.6	37	252	59	285	40	286	0.8	-	GCF_035918115.1_protein.faa_WP_326706177.1
GCF_035918115.1_protein.faa_WP_326703856.1	-	287	kpsM_final_mafft	-	260	2.3e-15	55	5.2	1	1	8.9e-18	3.4e-15	54.4	5.2	38	221	48	240	44	279	0.85	-	GCF_035918115.1_protein.faa_WP_326703856.1
GCF_035918115.1_protein.faa_WP_326707582.1	-	266	kpsM_final_mafft	-	260	2.8e-15	54.7	3.2	1	1	1e-17	3.8e-15	54.2	3.2	38	248	33	256	23	263	0.83	-	GCF_035918115.1_protein.faa_WP_326707582.1
GCF_000931445.1_protein.faa_WP_044386108.1	-	310	kpsM_final_mafft	-	260	2.7e-41	139.8	9.4	1	1	5.1e-44	3.3e-41	139.6	9.4	4	255	46	306	43	309	0.92	-	GCF_000931445.1_protein.faa_WP_044386108.1
GCF_000931445.1_protein.faa_WP_044381893.1	-	305	kpsM_final_mafft	-	260	9.6e-40	134.8	9.4	1	1	1.9e-42	1.2e-39	134.4	9.4	4	254	40	300	37	303	0.91	-	GCF_000931445.1_protein.faa_WP_044381893.1
GCF_000931445.1_protein.faa_WP_044378146.1	-	263	kpsM_final_mafft	-	260	1e-17	62.6	3.9	1	1	2.1e-20	1.4e-17	62.2	3.9	38	242	33	249	23	260	0.85	-	GCF_000931445.1_protein.faa_WP_044378146.1
GCF_000931445.1_protein.faa_WP_044382203.1	-	263	kpsM_final_mafft	-	260	8e-17	59.6	3.7	1	1	1.7e-19	1.1e-16	59.2	3.7	38	248	33	253	23	260	0.84	-	GCF_000931445.1_protein.faa_WP_044382203.1
GCF_000931445.1_protein.faa_WP_044381195.1	-	268	kpsM_final_mafft	-	260	3.2e-16	57.7	6.3	1	1	9e-19	5.7e-16	56.8	6.3	37	252	42	265	38	268	0.78	-	GCF_000931445.1_protein.faa_WP_044381195.1
GCF_000191465.1_protein.faa_WP_002215286.1	-	265	kpsM_final_mafft	-	260	3e-46	154.4	20.8	1	1	1.9e-49	3.8e-46	154.1	20.8	6	255	11	261	2	264	0.97	-	GCF_000191465.1_protein.faa_WP_002215286.1
GCF_000014885.1_protein.faa_WP_044556548.1	-	256	kpsM_final_mafft	-	260	5.3e-20	69.6	18.3	1	1	4.6e-23	6.8e-20	69.2	18.3	37	249	27	246	6	251	0.79	-	GCF_000014885.1_protein.faa_WP_044556548.1
GCF_014874555.1_protein.faa_WP_012027237.1	-	268	kpsM_final_mafft	-	260	1.5e-44	148.9	20.7	1	1	9.2e-48	1.8e-44	148.6	20.7	10	258	7	266	2	268	0.91	-	GCF_014874555.1_protein.faa_WP_012027237.1
GCF_030168615.1_protein.faa_WP_010946509.1	-	283	kpsM_final_mafft	-	260	1.7e-51	172.2	22.4	1	1	2.6e-54	2e-51	172	22.4	4	258	27	281	24	283	0.98	-	GCF_030168615.1_protein.faa_WP_010946509.1
GCF_030168615.1_protein.faa_WP_010946136.1	-	257	kpsM_final_mafft	-	260	5.9e-20	68.9	23.7	1	1	1.2e-22	9.5e-20	68.2	23.7	15	251	10	250	3	256	0.83	-	GCF_030168615.1_protein.faa_WP_010946136.1
GCF_036327775.1_protein.faa_WP_330172656.1	-	311	kpsM_final_mafft	-	260	1.8e-40	137.1	15	1	1	5.4e-43	2.2e-40	136.8	15	3	255	44	307	42	310	0.91	-	GCF_036327775.1_protein.faa_WP_330172656.1
GCF_036327775.1_protein.faa_WP_443079146.1	-	332	kpsM_final_mafft	-	260	2.7e-39	133.2	5.3	1	1	8.7e-42	3.5e-39	132.9	5.3	8	255	72	328	66	331	0.9	-	GCF_036327775.1_protein.faa_WP_443079146.1
GCF_036327775.1_protein.faa_WP_330176117.1	-	289	kpsM_final_mafft	-	260	3e-21	74.1	10	1	1	9.7e-24	3.9e-21	73.7	10	37	252	64	288	55	289	0.87	-	GCF_036327775.1_protein.faa_WP_330176117.1
GCF_036327775.1_protein.faa_WP_330172121.1	-	263	kpsM_final_mafft	-	260	1.9e-15	55	5.8	1	1	6.2e-18	2.5e-15	54.7	5.8	38	245	33	250	23	260	0.84	-	GCF_036327775.1_protein.faa_WP_330172121.1
GCF_036327775.1_protein.faa_WP_330176555.1	-	287	kpsM_final_mafft	-	260	1.3e-14	52.3	9.8	1	1	4.4e-17	1.8e-14	51.9	9.8	39	243	64	276	58	284	0.84	-	GCF_036327775.1_protein.faa_WP_330176555.1
GCF_036327775.1_protein.faa_WP_330173905.1	-	268	kpsM_final_mafft	-	260	2.1e-14	51.6	3.3	1	1	1.6e-16	6.4e-14	50	3.3	37	251	28	265	24	268	0.76	-	GCF_036327775.1_protein.faa_WP_330173905.1
GCF_036248315.1_protein.faa_WP_267063609.1	-	309	kpsM_final_mafft	-	260	1e-43	148.5	14.4	1	1	2.2e-46	1.2e-43	148.2	14.4	3	255	44	305	42	308	0.95	-	GCF_036248315.1_protein.faa_WP_267063609.1
GCF_036248315.1_protein.faa_WP_095854321.1	-	303	kpsM_final_mafft	-	260	1.6e-38	131.4	12.6	1	1	3.9e-41	2.1e-38	131.1	12.6	3	254	38	298	36	301	0.91	-	GCF_036248315.1_protein.faa_WP_095854321.1
GCF_036248315.1_protein.faa_WP_329329810.1	-	261	kpsM_final_mafft	-	260	4.4e-17	61.1	5.9	1	1	1.1e-19	5.7e-17	60.8	5.9	38	247	33	250	23	258	0.86	-	GCF_036248315.1_protein.faa_WP_329329810.1
GCF_036248315.1_protein.faa_WP_095851496.1	-	289	kpsM_final_mafft	-	260	1.2e-15	56.4	7.6	1	1	4.7e-18	2.5e-15	55.4	7.6	38	220	53	241	29	288	0.81	-	GCF_036248315.1_protein.faa_WP_095851496.1
GCF_036248315.1_protein.faa_WP_329327683.1	-	286	kpsM_final_mafft	-	260	2.2e-15	55.6	7.2	1	1	5.6e-18	3e-15	55.2	7.2	39	240	64	272	60	282	0.86	-	GCF_036248315.1_protein.faa_WP_329327683.1
GCF_036248315.1_protein.faa_WP_267060416.1	-	253	kpsM_final_mafft	-	260	3.5e-15	54.9	15.6	1	1	9e-18	4.8e-15	54.5	15.6	37	251	30	250	19	252	0.88	-	GCF_036248315.1_protein.faa_WP_267060416.1
GCF_036248315.1_protein.faa_WP_267061560.1	-	274	kpsM_final_mafft	-	260	3.1e-14	51.8	11.5	1	1	8.9e-17	4.7e-14	51.2	11.5	37	251	48	272	39	274	0.8	-	GCF_036248315.1_protein.faa_WP_267061560.1
GCF_003208035.1_protein.faa_WP_110633394.1	-	309	kpsM_final_mafft	-	260	4.8e-43	145.8	9.9	1	1	1e-45	5.8e-43	145.5	9.9	4	255	45	305	42	308	0.93	-	GCF_003208035.1_protein.faa_WP_110633394.1
GCF_003208035.1_protein.faa_WP_110628529.1	-	305	kpsM_final_mafft	-	260	2.3e-39	133.7	12.1	1	1	5.2e-42	2.9e-39	133.4	12.1	3	254	40	300	38	303	0.91	-	GCF_003208035.1_protein.faa_WP_110628529.1
GCF_003208035.1_protein.faa_WP_110629478.1	-	265	kpsM_final_mafft	-	260	9.2e-19	66.2	8.4	1	1	2.2e-21	1.2e-18	65.8	8.4	38	250	34	256	25	261	0.87	-	GCF_003208035.1_protein.faa_WP_110629478.1
GCF_003208035.1_protein.faa_WP_110627816.1	-	279	kpsM_final_mafft	-	260	1.6e-14	52.3	10	1	1	5.1e-17	2.8e-14	51.5	10	37	252	53	278	48	279	0.79	-	GCF_003208035.1_protein.faa_WP_110627816.1
GCF_003208035.1_protein.faa_WP_110630037.1	-	281	kpsM_final_mafft	-	260	7.3e-14	50.1	5.4	1	1	3e-16	1.6e-13	49	5.4	38	243	46	270	42	280	0.77	-	GCF_003208035.1_protein.faa_WP_110630037.1
GCF_030060515.1_protein.faa_WP_034163170.1	-	256	kpsM_final_mafft	-	260	1.1e-19	68.1	18.9	1	1	1.4e-22	1.6e-19	67.6	18.9	31	248	19	247	15	253	0.78	-	GCF_030060515.1_protein.faa_WP_034163170.1
GCF_031593255.1_protein.faa_WP_193477167.1	-	309	kpsM_final_mafft	-	260	8.6e-42	141.9	10.3	1	1	2.7e-44	1.1e-41	141.6	10.3	3	255	44	305	42	308	0.92	-	GCF_031593255.1_protein.faa_WP_193477167.1
GCF_031593255.1_protein.faa_WP_193478401.1	-	308	kpsM_final_mafft	-	260	1e-39	135.1	9.9	1	1	3e-42	1.2e-39	134.8	9.9	4	255	44	304	41	307	0.92	-	GCF_031593255.1_protein.faa_WP_193478401.1
GCF_031593255.1_protein.faa_WP_193482711.1	-	263	kpsM_final_mafft	-	260	1.7e-18	65.5	4.9	1	1	5.5e-21	2.2e-18	65.2	4.9	38	242	33	249	21	261	0.85	-	GCF_031593255.1_protein.faa_WP_193482711.1
GCF_031593255.1_protein.faa_WP_193479426.1	-	272	kpsM_final_mafft	-	260	2.4e-17	61.8	7	1	1	8e-20	3.2e-17	61.3	7	38	245	42	259	31	268	0.83	-	GCF_031593255.1_protein.faa_WP_193479426.1
GCF_031593255.1_protein.faa_WP_193477366.1	-	253	kpsM_final_mafft	-	260	2.6e-16	58.3	12.3	1	1	8e-19	3.2e-16	58.1	12.3	39	251	32	250	27	253	0.88	-	GCF_031593255.1_protein.faa_WP_193477366.1
GCF_031593255.1_protein.faa_WP_184591050.1	-	285	kpsM_final_mafft	-	260	2.7e-14	51.8	4	1	1	1.1e-16	4.2e-14	51.1	4	38	251	46	274	42	284	0.76	-	GCF_031593255.1_protein.faa_WP_184591050.1
GCF_031593255.1_protein.faa_WP_193481535.1	-	269	kpsM_final_mafft	-	260	3.1e-14	51.5	7.5	1	1	1.1e-16	4.2e-14	51.1	7.5	39	251	48	267	44	269	0.79	-	GCF_031593255.1_protein.faa_WP_193481535.1
GCF_031593255.1_protein.faa_WP_193477625.1	-	273	kpsM_final_mafft	-	260	3.2e-14	51.5	12.8	1	1	1.6e-16	6.2e-14	50.6	12.8	37	252	47	272	43	273	0.81	-	GCF_031593255.1_protein.faa_WP_193477625.1
GCF_025232235.1_protein.faa_WP_002934752.1	-	260	kpsM_final_mafft	-	260	4.3e-46	153.6	33.3	1	1	3e-49	5e-46	153.4	33.3	13	257	3	255	1	257	0.92	-	GCF_025232235.1_protein.faa_WP_002934752.1
GCF_001697485.1_protein.faa_WP_002215286.1	-	265	kpsM_final_mafft	-	260	2.9e-46	154.4	20.8	1	1	1.9e-49	3.7e-46	154.1	20.8	6	255	11	261	2	264	0.97	-	GCF_001697485.1_protein.faa_WP_002215286.1
GCF_004795855.1_protein.faa_WP_136178391.1	-	282	kpsM_final_mafft	-	260	3.4e-30	102.9	14.4	1	1	9.1e-33	4.4e-30	102.6	14.4	12	256	38	278	30	281	0.95	-	GCF_004795855.1_protein.faa_WP_136178391.1
GCF_004795855.1_protein.faa_WP_136178784.1	-	251	kpsM_final_mafft	-	260	1.6e-24	84.3	14.5	1	1	4.3e-27	2.1e-24	84	14.4	38	251	23	245	8	249	0.84	-	GCF_004795855.1_protein.faa_WP_136178784.1
GCF_004795855.1_protein.faa_WP_136180111.1	-	273	kpsM_final_mafft	-	260	2.9e-18	63.8	14.9	1	2	0.31	150	-0.8	0.1	140	163	38	61	22	78	0.69	-	GCF_004795855.1_protein.faa_WP_136180111.1
GCF_004795855.1_protein.faa_WP_210731967.1	-	281	kpsM_final_mafft	-	260	1.9e-17	61.1	12.7	1	1	5.3e-20	2.6e-17	60.7	12.7	15	251	23	270	16	276	0.82	-	GCF_004795855.1_protein.faa_WP_210731967.1
GCF_004795855.1_protein.faa_WP_136180554.1	-	255	kpsM_final_mafft	-	260	8.6e-16	55.7	17.4	1	1	3.6e-18	1.7e-15	54.7	17.4	37	253	26	251	15	253	0.84	-	GCF_004795855.1_protein.faa_WP_136180554.1
GCF_020783235.1_protein.faa_WP_014168669.1	-	256	kpsM_final_mafft	-	260	7e-18	62.6	22.9	1	1	6.7e-21	9.5e-18	62.1	22.9	37	248	27	247	13	253	0.74	-	GCF_020783235.1_protein.faa_WP_014168669.1
GCF_017356765.1_protein.faa_WP_002855788.1	-	260	kpsM_final_mafft	-	260	7.9e-47	156	32.6	1	1	5.7e-50	9.1e-47	155.8	32.6	13	257	3	255	1	257	0.93	-	GCF_017356765.1_protein.faa_WP_002855788.1
GCF_012273535.1_protein.faa_WP_168498210.1	-	309	kpsM_final_mafft	-	260	1.2e-43	148.2	13.9	1	1	2.4e-46	1.4e-43	148	13.9	3	255	44	305	42	308	0.95	-	GCF_012273535.1_protein.faa_WP_168498210.1
GCF_012273535.1_protein.faa_WP_168492164.1	-	303	kpsM_final_mafft	-	260	2.8e-38	130.6	13	1	1	5.6e-41	3.4e-38	130.4	13	3	255	38	299	36	302	0.92	-	GCF_012273535.1_protein.faa_WP_168492164.1
GCF_012273535.1_protein.faa_WP_168499695.1	-	263	kpsM_final_mafft	-	260	2.1e-18	65.5	6.2	1	1	4.4e-21	2.6e-18	65.2	6.2	30	247	25	252	9	260	0.86	-	GCF_012273535.1_protein.faa_WP_168499695.1
GCF_012273535.1_protein.faa_WP_168490818.1	-	274	kpsM_final_mafft	-	260	1.4e-17	62.7	7.7	1	1	3.6e-20	2.2e-17	62.2	7.7	37	251	48	272	39	274	0.81	-	GCF_012273535.1_protein.faa_WP_168490818.1
GCF_012273535.1_protein.faa_WP_168488104.1	-	286	kpsM_final_mafft	-	260	4.1e-15	54.7	7.9	1	1	9.1e-18	5.5e-15	54.3	7.9	39	240	64	272	60	282	0.85	-	GCF_012273535.1_protein.faa_WP_168488104.1
GCF_012273535.1_protein.faa_WP_168495027.1	-	284	kpsM_final_mafft	-	260	1.1e-14	53.3	1.8	1	1	3.2e-17	1.9e-14	52.5	1.8	38	220	46	238	42	282	0.83	-	GCF_012273535.1_protein.faa_WP_168495027.1
GCF_000739105.1_protein.faa_WP_003972239.1	-	309	kpsM_final_mafft	-	260	9e-44	148.2	9.8	1	1	2.2e-46	1.1e-43	147.9	9.8	2	255	43	305	42	308	0.93	-	GCF_000739105.1_protein.faa_WP_003972239.1
GCF_000739105.1_protein.faa_WP_003975816.1	-	318	kpsM_final_mafft	-	260	1.5e-43	147.4	8	1	1	3.9e-46	1.9e-43	147.1	8	4	255	53	314	50	317	0.92	-	GCF_000739105.1_protein.faa_WP_003975816.1
GCF_000739105.1_protein.faa_WP_003974578.1	-	262	kpsM_final_mafft	-	260	8.7e-17	59.7	4	1	1	2.4e-19	1.2e-16	59.3	4	38	248	33	252	23	259	0.83	-	GCF_000739105.1_protein.faa_WP_003974578.1
GCF_000739105.1_protein.faa_WP_003976554.1	-	274	kpsM_final_mafft	-	260	9.4e-15	53.1	9.7	1	1	3.8e-17	1.8e-14	52.1	9.7	37	251	48	272	43	274	0.77	-	GCF_000739105.1_protein.faa_WP_003976554.1
GCF_000739105.1_protein.faa_WP_003974012.1	-	285	kpsM_final_mafft	-	260	3.1e-14	51.3	2.2	1	1	1.1e-16	5.4e-14	50.6	2.2	37	247	45	278	41	284	0.73	-	GCF_000739105.1_protein.faa_WP_003974012.1
GCF_023658305.1_protein.faa_WP_000124301.1	-	258	kpsM_final_mafft	-	260	8e-107	354.3	18.6	1	1	1.1e-109	8.8e-107	354.1	18.6	8	259	6	258	1	258	0.99	-	GCF_023658305.1_protein.faa_WP_000124301.1
GCF_023658305.1_protein.faa_WP_000972203.1	-	256	kpsM_final_mafft	-	260	1.7e-18	64.8	19.9	1	1	2.8e-21	2.3e-18	64.3	19.9	37	250	27	249	14	253	0.8	-	GCF_023658305.1_protein.faa_WP_000972203.1
GCF_016598615.1_protein.faa_WP_055616163.1	-	309	kpsM_final_mafft	-	260	5.4e-43	146	12	1	1	1.4e-45	6.4e-43	145.8	12	3	255	44	305	42	308	0.93	-	GCF_016598615.1_protein.faa_WP_055616163.1
GCF_016598615.1_protein.faa_WP_200397839.1	-	311	kpsM_final_mafft	-	260	6.7e-36	122.8	12.4	1	1	1.7e-38	8.1e-36	122.5	12.4	4	255	46	307	43	310	0.91	-	GCF_016598615.1_protein.faa_WP_200397839.1
GCF_016598615.1_protein.faa_WP_200396868.1	-	264	kpsM_final_mafft	-	260	3.1e-17	61.6	8.4	1	1	9e-20	4.2e-17	61.2	8.4	38	248	33	254	22	261	0.83	-	GCF_016598615.1_protein.faa_WP_200396868.1
GCF_016598615.1_protein.faa_WP_200401067.1	-	266	kpsM_final_mafft	-	260	1.5e-15	56	4.8	1	1	4.3e-18	2e-15	55.7	4.8	40	250	35	255	13	262	0.88	-	GCF_016598615.1_protein.faa_WP_200401067.1
GCF_016598615.1_protein.faa_WP_200397566.1	-	264	kpsM_final_mafft	-	260	2.8e-15	55.2	7.3	1	1	8.4e-18	3.9e-15	54.7	7.3	38	246	33	252	23	260	0.83	-	GCF_016598615.1_protein.faa_WP_200397566.1
GCF_016598615.1_protein.faa_WP_200398687.1	-	278	kpsM_final_mafft	-	260	8.1e-14	50.4	11.2	1	1	3.4e-16	1.6e-13	49.5	11.2	37	251	52	276	48	278	0.8	-	GCF_016598615.1_protein.faa_WP_200398687.1
GCF_900475835.1_protein.faa_WP_015772117.1	-	274	kpsM_final_mafft	-	260	1.8e-39	132.5	15.2	1	1	2.8e-42	2.3e-39	132.2	15.2	4	255	8	270	5	273	0.89	-	GCF_900475835.1_protein.faa_WP_015772117.1
GCF_035222775.1_protein.faa_WP_005753849.1	-	255	kpsM_final_mafft	-	260	2.9e-19	66	22.3	1	1	3.7e-22	3.9e-19	65.7	22.3	37	248	26	246	8	250	0.79	-	GCF_035222775.1_protein.faa_WP_005753849.1
GCF_014058605.1_protein.faa_WP_005754209.1	-	265	kpsM_final_mafft	-	260	8.1e-45	149.8	20.3	1	1	1.5e-47	1e-44	149.4	20.3	7	255	12	261	6	264	0.96	-	GCF_014058605.1_protein.faa_WP_005754209.1
GCF_014058605.1_protein.faa_WP_005753849.1	-	255	kpsM_final_mafft	-	260	2.8e-19	66	22.3	1	1	5.5e-22	3.7e-19	65.7	22.3	37	248	26	246	8	250	0.79	-	GCF_014058605.1_protein.faa_WP_005753849.1
GCF_035940175.1_protein.faa_WP_014152787.1	-	309	kpsM_final_mafft	-	260	1.9e-41	140.4	12.8	1	1	4.8e-44	2.2e-41	140.1	12.8	4	255	45	305	42	308	0.93	-	GCF_035940175.1_protein.faa_WP_014152787.1
GCF_035940175.1_protein.faa_WP_014155941.1	-	313	kpsM_final_mafft	-	260	2.2e-41	140.2	6.2	1	1	5.8e-44	2.7e-41	139.9	6.2	4	255	49	309	46	312	0.93	-	GCF_035940175.1_protein.faa_WP_014155941.1
GCF_035940175.1_protein.faa_WP_030875665.1	-	285	kpsM_final_mafft	-	260	2.3e-19	68	8.1	1	1	7.8e-22	3.6e-19	67.4	8.1	37	252	58	284	35	285	0.83	-	GCF_035940175.1_protein.faa_WP_030875665.1
GCF_035940175.1_protein.faa_WP_327209110.1	-	263	kpsM_final_mafft	-	260	7.4e-19	66.3	5.5	1	1	2e-21	9.4e-19	66	5.5	38	245	33	250	23	258	0.86	-	GCF_035940175.1_protein.faa_WP_327209110.1
GCF_035940175.1_protein.faa_WP_037830003.1	-	258	kpsM_final_mafft	-	260	3.7e-17	60.8	5.3	1	1	1e-19	4.7e-17	60.4	5.3	38	249	33	249	23	255	0.86	-	GCF_035940175.1_protein.faa_WP_037830003.1
GCF_035940175.1_protein.faa_WP_014154391.1	-	285	kpsM_final_mafft	-	260	1.4e-16	58.9	4.5	1	1	5.2e-19	2.4e-16	58.1	4.4	38	220	48	239	44	276	0.86	-	GCF_035940175.1_protein.faa_WP_014154391.1
GCF_035940175.1_protein.faa_WP_327207287.1	-	266	kpsM_final_mafft	-	260	3.6e-14	51	7.3	1	1	1.2e-16	5.7e-14	50.3	7.3	37	220	32	218	28	263	0.85	-	GCF_035940175.1_protein.faa_WP_327207287.1
GCF_029762435.1_protein.faa_WP_160444822.1	-	251	kpsM_final_mafft	-	260	8.8e-19	64.6	21.5	1	1	5.2e-22	1.2e-18	64.2	21.5	37	249	22	240	17	249	0.73	-	GCF_029762435.1_protein.faa_WP_160444822.1
GCF_007363395.1_protein.faa_WP_144321944.1	-	309	kpsM_final_mafft	-	260	5.2e-43	145.8	12.5	1	1	1.3e-45	6.2e-43	145.5	12.5	3	255	44	305	42	308	0.94	-	GCF_007363395.1_protein.faa_WP_144321944.1
GCF_007363395.1_protein.faa_WP_144003763.1	-	306	kpsM_final_mafft	-	260	1.9e-39	134.1	4.9	1	1	4.7e-42	2.3e-39	133.8	4.9	4	254	42	301	39	305	0.91	-	GCF_007363395.1_protein.faa_WP_144003763.1
GCF_007363395.1_protein.faa_WP_144004152.1	-	267	kpsM_final_mafft	-	260	2.8e-16	58.2	4.6	1	1	6.5e-19	3.2e-16	58	4.6	38	246	34	258	13	267	0.83	-	GCF_007363395.1_protein.faa_WP_144004152.1
GCF_007363395.1_protein.faa_WP_144004053.1	-	280	kpsM_final_mafft	-	260	4.4e-15	54.2	4.9	1	1	1.2e-17	5.7e-15	53.9	4.9	24	222	35	239	25	275	0.82	-	GCF_007363395.1_protein.faa_WP_144004053.1
GCF_007363395.1_protein.faa_WP_144001304.1	-	253	kpsM_final_mafft	-	260	8.8e-15	53.3	2.1	1	1	3e-17	1.5e-14	52.5	2.1	31	249	26	245	11	253	0.76	-	GCF_007363395.1_protein.faa_WP_144001304.1
GCF_007363395.1_protein.faa_WP_144003110.1	-	284	kpsM_final_mafft	-	260	1.1e-14	52.9	13.3	1	1	4.3e-17	2.1e-14	52	13.3	37	248	57	279	38	284	0.77	-	GCF_007363395.1_protein.faa_WP_144003110.1
GCF_007363395.1_protein.faa_WP_144320663.1	-	281	kpsM_final_mafft	-	260	2.3e-14	51.9	2	1	1	8e-17	3.9e-14	51.1	2	38	231	46	248	42	280	0.79	-	GCF_007363395.1_protein.faa_WP_144320663.1
