target_ID	accession_1	tlen	query_ID	accession_2	qlen	e_value_seq	score_seq	bias_seq	#	of	c_value	i_value	score_dom	bias_dom	hmm_from	hmm_to	ali_from	ali_to	env_from	env_to	acc	description	View_neuO_ncbi_40_complete$target_ID
GCF_035918075.1_protein.faa_WP_326602373.1	-	246	neuO_final_mafft	-	319	4.8e-20	70.7	0.1	1	1	6.7e-23	9.2e-20	69.8	0.1	110	225	93	208	72	213	0.92	-	GCF_035918075.1_protein.faa_WP_326602373.1
GCF_035918075.1_protein.faa_WP_326817099.1	-	216	neuO_final_mafft	-	319	4.8e-16	57.6	0.5	1	2	1.7	2300	-3.8	0	134	149	61	76	52	80	0.74	-	GCF_035918075.1_protein.faa_WP_326817099.1
GCF_035918075.1_protein.faa_WP_326625681.1	-	226	neuO_final_mafft	-	319	8.3e-16	56.8	0.1	1	2	0.14	200	-0.3	0	124	148	56	80	50	90	0.74	-	GCF_035918075.1_protein.faa_WP_326625681.1
GCF_031844685.1_protein.faa_WP_311295674.1	-	188	neuO_final_mafft	-	319	1.2e-25	88.7	0	1	1	2.3e-28	1.6e-25	88.3	0	98	224	57	180	52	182	0.9	-	GCF_031844685.1_protein.faa_WP_311295674.1
GCF_031844685.1_protein.faa_WP_311295408.1	-	253	neuO_final_mafft	-	319	4.7e-19	67.1	0.1	1	2	0.16	110	0.2	0	173	189	72	88	62	95	0.61	-	GCF_031844685.1_protein.faa_WP_311295408.1
GCF_002866125.1_protein.faa_WP_024933466.1	-	204	neuO_final_mafft	-	319	6.6e-32	108.6	1.6	1	1	1.4e-34	8.5e-32	108.2	1.6	102	226	61	183	45	202	0.89	-	GCF_002866125.1_protein.faa_WP_024933466.1
GCF_002866125.1_protein.faa_WP_012048152.1	-	236	neuO_final_mafft	-	319	6.8e-22	75.7	0.5	1	4	0.027	17	2.1	2.9	46	126	33	116	9	119	0.56	-	GCF_002866125.1_protein.faa_WP_012048152.1
GCF_026506335.1_protein.faa_WP_011478229.1	-	111	neuO_final_mafft	-	319	4.6e-66	221.2	7.2	1	1	1.8e-68	5.1e-66	221	7.2	143	261	1	111	1	111	0.99	-	GCF_026506335.1_protein.faa_WP_011478229.1
GCF_026506335.1_protein.faa_WP_077516195.1	-	203	neuO_final_mafft	-	319	1.3e-33	114.6	0.5	1	1	5.7e-36	1.6e-33	114.2	0.5	97	236	59	193	45	201	0.88	-	GCF_026506335.1_protein.faa_WP_077516195.1
GCF_026506335.1_protein.faa_WP_000536391.1	-	183	neuO_final_mafft	-	319	1.3e-31	108	0.4	1	1	5.9e-34	1.7e-31	107.6	0.4	104	225	63	182	54	183	0.93	-	GCF_026506335.1_protein.faa_WP_000536391.1
GCF_026506335.1_protein.faa_WP_063815013.1	-	182	neuO_final_mafft	-	319	3e-19	67.4	4.5	1	1	4.9e-21	1.4e-18	65.2	4.5	95	227	53	179	50	181	0.91	-	GCF_026506335.1_protein.faa_WP_063815013.1
GCF_025957665.1_protein.faa_WP_047467535.1	-	186	neuO_final_mafft	-	319	1.2e-28	98.5	0	1	1	2.1e-31	1.5e-28	98.1	0	105	225	58	176	47	178	0.93	-	GCF_025957665.1_protein.faa_WP_047467535.1
GCF_025957665.1_protein.faa_WP_047467757.1	-	250	neuO_final_mafft	-	319	4.8e-26	89.9	0.4	1	1	1.1e-28	8.1e-26	89.2	0.4	113	229	98	211	77	216	0.93	-	GCF_025957665.1_protein.faa_WP_047467757.1
GCF_025957665.1_protein.faa_WP_217685829.1	-	200	neuO_final_mafft	-	319	9.1e-20	69.3	0.1	1	2	0.13	93	0.3	0	132	150	46	64	35	73	0.79	-	GCF_025957665.1_protein.faa_WP_217685829.1
GCF_025957665.1_protein.faa_WP_030699021.1	-	182	neuO_final_mafft	-	319	1e-16	59.3	0	1	1	1.8e-19	1.3e-16	59	0	108	222	65	176	58	181	0.88	-	GCF_025957665.1_protein.faa_WP_030699021.1
GCF_016904075.1_protein.faa_WP_011478229.1	-	111	neuO_final_mafft	-	319	4.7e-66	221.2	7.2	1	1	1.8e-68	5.2e-66	221	7.2	143	261	1	111	1	111	0.99	-	GCF_016904075.1_protein.faa_WP_011478229.1
GCF_016904075.1_protein.faa_WP_001350624.1	-	203	neuO_final_mafft	-	319	2.3e-34	117	0.5	1	1	1e-36	3e-34	116.7	0.5	98	237	60	194	51	202	0.88	-	GCF_016904075.1_protein.faa_WP_001350624.1
GCF_016904075.1_protein.faa_WP_000102543.1	-	183	neuO_final_mafft	-	319	1e-31	108.4	0.4	1	1	4.3e-34	1.2e-31	108.1	0.4	104	225	63	182	54	183	0.93	-	GCF_016904075.1_protein.faa_WP_000102543.1
GCF_016904075.1_protein.faa_WP_001153552.1	-	182	neuO_final_mafft	-	319	3.2e-19	67.3	2.4	1	1	2.1e-21	5.9e-19	66.4	2.4	95	227	53	179	47	181	0.92	-	GCF_016904075.1_protein.faa_WP_001153552.1
GCF_015767755.1_protein.faa_WP_003953621.1	-	185	neuO_final_mafft	-	319	3.9e-26	90.3	0.1	1	1	5.9e-29	5.1e-26	89.9	0.1	96	225	57	183	54	184	0.91	-	GCF_015767755.1_protein.faa_WP_003953621.1
GCF_015767755.1_protein.faa_WP_003962295.1	-	209	neuO_final_mafft	-	319	1.7e-22	78.4	0	1	1	2.5e-25	2.2e-22	78	0	115	224	86	193	75	196	0.88	-	GCF_015767755.1_protein.faa_WP_003962295.1
GCF_015767755.1_protein.faa_WP_009995416.1	-	297	neuO_final_mafft	-	319	5.4e-22	76.7	0.2	1	2	0.15	130	-0.2	0	173	190	68	85	61	89	0.57	-	GCF_015767755.1_protein.faa_WP_009995416.1
GCF_015767755.1_protein.faa_WP_003963378.1	-	180	neuO_final_mafft	-	319	2.1e-15	55.1	0	1	1	3.1e-18	2.7e-15	54.7	0	107	220	64	174	58	179	0.9	-	GCF_015767755.1_protein.faa_WP_003963378.1
GCF_015594925.2_protein.faa_WP_195702597.1	-	199	neuO_final_mafft	-	319	7.6e-32	108.7	0.1	1	1	3.3e-34	1.1e-31	108.1	0.1	96	237	55	191	50	198	0.87	-	GCF_015594925.2_protein.faa_WP_195702597.1
GCF_015594925.2_protein.faa_WP_195705594.1	-	187	neuO_final_mafft	-	319	2e-30	104	1.7	1	1	6.9e-33	2.4e-30	103.7	1.7	102	225	61	183	25	185	0.88	-	GCF_015594925.2_protein.faa_WP_195705594.1
GCF_015594925.2_protein.faa_WP_195705747.1	-	236	neuO_final_mafft	-	319	6.5e-27	92.5	1.5	1	1	2.5e-29	8.5e-27	92.1	1.5	93	224	95	233	73	235	0.84	-	GCF_015594925.2_protein.faa_WP_195705747.1
GCF_015594925.2_protein.faa_WP_195702387.1	-	210	neuO_final_mafft	-	319	8.6e-17	59.2	4.2	1	1	6.5e-19	2.3e-16	57.8	4.2	159	224	98	161	51	166	0.77	-	GCF_015594925.2_protein.faa_WP_195702387.1
GCF_015594925.2_protein.faa_WP_195704943.1	-	273	neuO_final_mafft	-	319	1.4e-14	51.9	2.1	1	2	0.01	3.6	4.6	0.1	153	194	142	183	132	186	0.87	-	GCF_015594925.2_protein.faa_WP_195704943.1
GCF_002128305.1_protein.faa_WP_176583040.1	-	190	neuO_final_mafft	-	319	4.6e-29	99.8	0.1	1	1	8.3e-32	5.5e-29	99.5	0.1	107	225	59	175	48	186	0.93	-	GCF_002128305.1_protein.faa_WP_176583040.1
GCF_002128305.1_protein.faa_WP_176582876.1	-	184	neuO_final_mafft	-	319	9.1e-28	95.5	0	1	1	1.5e-30	9.7e-28	95.4	0	103	225	63	183	23	184	0.91	-	GCF_002128305.1_protein.faa_WP_176582876.1
GCF_002128305.1_protein.faa_WP_086160657.1	-	625	neuO_final_mafft	-	319	4e-20	70.4	0.3	1	2	0.61	410	-1.9	0	192	211	116	135	97	154	0.69	-	GCF_002128305.1_protein.faa_WP_086160657.1
GCF_002128305.1_protein.faa_WP_086160641.1	-	225	neuO_final_mafft	-	319	1.4e-17	62	0	1	1	3.1e-20	2.1e-17	61.5	0	167	226	112	171	106	175	0.92	-	GCF_002128305.1_protein.faa_WP_086160641.1
GCF_949788935.1_protein.faa_WP_000136506.1	-	182	neuO_final_mafft	-	319	1.4e-33	113.2	0.1	1	1	4e-36	1.6e-33	113	0.1	100	225	57	180	22	182	0.93	-	GCF_949788935.1_protein.faa_WP_000136506.1
GCF_949788935.1_protein.faa_WP_000103048.1	-	189	neuO_final_mafft	-	319	5.6e-22	75	7.2	1	1	5.6e-24	2.2e-21	73.1	7.2	170	225	83	138	10	188	0.83	-	GCF_949788935.1_protein.faa_WP_000103048.1
GCF_024266955.1_protein.faa_WP_437341910.1	-	196	neuO_final_mafft	-	319	1.3e-24	84.4	0.8	1	1	2.4e-27	1.6e-24	84.1	0.8	110	225	84	195	71	196	0.9	-	GCF_024266955.1_protein.faa_WP_437341910.1
GCF_024266955.1_protein.faa_WP_254590256.1	-	263	neuO_final_mafft	-	319	5.5e-18	62.7	0.1	1	1	1.5e-20	9.8e-18	61.9	0.1	170	225	136	191	127	214	0.91	-	GCF_024266955.1_protein.faa_WP_254590256.1
GCF_035917175.1_protein.faa_WP_326724528.1	-	265	neuO_final_mafft	-	319	3.2e-24	84.6	0.5	1	1	4.1e-27	7.5e-24	83.4	0.2	114	225	94	205	85	208	0.92	-	GCF_035917175.1_protein.faa_WP_326724528.1
GCF_008330885.1_protein.faa_WP_002239417.1	-	211	neuO_final_mafft	-	319	2.3e-74	247.1	11.5	1	1	1.1e-76	2.5e-74	247	11.5	41	256	2	210	1	211	0.98	-	GCF_008330885.1_protein.faa_WP_002239417.1
GCF_001721885.1_protein.faa_WP_005754552.1	-	203	neuO_final_mafft	-	319	5e-34	114.8	0.1	1	1	1.9e-36	6e-34	114.5	0.1	99	224	60	183	43	198	0.9	-	GCF_001721885.1_protein.faa_WP_005754552.1
GCF_001721885.1_protein.faa_WP_016532973.1	-	207	neuO_final_mafft	-	319	3.1e-25	85.9	3.6	1	2	0.0038	1.2	5.1	0	134	156	60	83	42	91	0.77	-	GCF_001721885.1_protein.faa_WP_016532973.1
GCF_023587645.1_protein.faa_WP_005754552.1	-	203	neuO_final_mafft	-	319	4.8e-34	114.8	0.1	1	1	1.9e-36	5.7e-34	114.5	0.1	99	224	60	183	43	198	0.9	-	GCF_023587645.1_protein.faa_WP_005754552.1
GCF_023587645.1_protein.faa_WP_005754722.1	-	207	neuO_final_mafft	-	319	4.3e-25	85.3	3.6	1	2	0.0038	1.1	5.1	0	134	156	60	83	42	91	0.77	-	GCF_023587645.1_protein.faa_WP_005754722.1
GCF_028472865.1_protein.faa_WP_020841746.1	-	184	neuO_final_mafft	-	319	3e-30	103.5	0.5	1	1	1.1e-32	4.1e-30	103	0.5	103	225	59	179	52	181	0.9	-	GCF_028472865.1_protein.faa_WP_020841746.1
GCF_028472865.1_protein.faa_WP_109883959.1	-	208	neuO_final_mafft	-	319	1.8e-29	100.9	0	1	1	5.8e-32	2.3e-29	100.6	0	99	229	59	186	54	207	0.82	-	GCF_028472865.1_protein.faa_WP_109883959.1
GCF_028472865.1_protein.faa_WP_005499187.1	-	182	neuO_final_mafft	-	319	4.9e-27	92.9	0.7	1	1	1.6e-29	6.1e-27	92.6	0.7	98	224	55	179	50	182	0.95	-	GCF_028472865.1_protein.faa_WP_005499187.1
GCF_028472865.1_protein.faa_WP_005497653.1	-	212	neuO_final_mafft	-	319	1.2e-21	75.2	2.6	1	2	0.028	11	3	0.1	172	190	62	80	50	82	0.85	-	GCF_028472865.1_protein.faa_WP_005497653.1
GCF_028472865.1_protein.faa_WP_025542688.1	-	219	neuO_final_mafft	-	319	1.2e-14	52.2	5.1	1	1	8.1e-17	3.2e-14	50.8	5.2	168	218	114	164	48	173	0.88	-	GCF_028472865.1_protein.faa_WP_025542688.1
GCF_030515355.1_protein.faa_WP_011478229.1	-	111	neuO_final_mafft	-	319	4.5e-66	221.2	7.2	1	1	1.8e-68	5e-66	221	7.2	143	261	1	111	1	111	0.99	-	GCF_030515355.1_protein.faa_WP_011478229.1
GCF_030515355.1_protein.faa_WP_001350624.1	-	203	neuO_final_mafft	-	319	2.3e-34	117	0.5	1	1	1e-36	2.9e-34	116.7	0.5	98	237	60	194	51	202	0.88	-	GCF_030515355.1_protein.faa_WP_001350624.1
GCF_030515355.1_protein.faa_WP_000102543.1	-	183	neuO_final_mafft	-	319	9.6e-32	108.4	0.4	1	1	4.3e-34	1.2e-31	108.1	0.4	104	225	63	182	54	183	0.93	-	GCF_030515355.1_protein.faa_WP_000102543.1
GCF_030515355.1_protein.faa_WP_001153547.1	-	182	neuO_final_mafft	-	319	1.6e-19	68.2	2.1	1	1	1e-21	2.9e-19	67.4	2.1	95	227	53	179	47	181	0.92	-	GCF_030515355.1_protein.faa_WP_001153547.1
GCF_017311125.1_protein.faa_WP_206979583.1	-	184	neuO_final_mafft	-	319	1.9e-25	88.2	0	1	1	2.2e-28	2.4e-25	87.9	0	106	225	59	176	49	180	0.91	-	GCF_017311125.1_protein.faa_WP_206979583.1
GCF_017311125.1_protein.faa_WP_030118929.1	-	249	neuO_final_mafft	-	319	1.3e-21	75.6	0.1	1	1	2.2e-24	2.5e-21	74.7	0.1	108	229	91	209	72	216	0.91	-	GCF_017311125.1_protein.faa_WP_030118929.1
GCF_017311125.1_protein.faa_WP_206977238.1	-	222	neuO_final_mafft	-	319	1.7e-16	58.8	0.3	1	1	2.5e-19	2.8e-16	58.1	0.3	171	225	119	173	114	179	0.95	-	GCF_017311125.1_protein.faa_WP_206977238.1
GCF_022353625.1_protein.faa_WP_001350210.1	-	203	neuO_final_mafft	-	319	1.3e-34	117.8	0.6	1	1	5.2e-37	1.6e-34	117.5	0.6	98	237	60	194	50	202	0.88	-	GCF_022353625.1_protein.faa_WP_001350210.1
GCF_022353625.1_protein.faa_WP_000102539.1	-	183	neuO_final_mafft	-	319	1e-31	108.2	0.5	1	1	4.3e-34	1.3e-31	107.9	0.5	104	225	63	182	55	183	0.93	-	GCF_022353625.1_protein.faa_WP_000102539.1
GCF_022353625.1_protein.faa_WP_001153555.1	-	182	neuO_final_mafft	-	319	2.3e-20	71	0.3	1	1	1.1e-22	3.5e-20	70.4	0.3	95	227	53	179	46	181	0.91	-	GCF_022353625.1_protein.faa_WP_001153555.1
GCF_030719215.1_protein.faa_WP_306103691.1	-	193	neuO_final_mafft	-	319	7.9e-31	106	0.1	1	1	1.5e-33	1.1e-30	105.6	0.1	106	224	75	191	65	192	0.94	-	GCF_030719215.1_protein.faa_WP_306103691.1
GCF_030719215.1_protein.faa_WP_147962513.1	-	249	neuO_final_mafft	-	319	2.9e-20	71.3	0.4	1	2	0.19	140	0	0	173	189	68	84	57	87	0.63	-	GCF_030719215.1_protein.faa_WP_147962513.1
GCF_030719215.1_protein.faa_WP_306104985.1	-	576	neuO_final_mafft	-	319	1.9e-19	68.6	0.4	1	1	4.1e-22	3e-19	68	0.4	169	224	139	194	54	200	0.81	-	GCF_030719215.1_protein.faa_WP_306104985.1
GCF_030719215.1_protein.faa_WP_147961429.1	-	217	neuO_final_mafft	-	319	1.3e-15	56	0.4	1	1	3.3e-18	2.5e-15	55.1	0.4	172	226	116	170	112	176	0.96	-	GCF_030719215.1_protein.faa_WP_147961429.1
GCF_008693845.1_protein.faa_WP_005754552.1	-	203	neuO_final_mafft	-	319	4.6e-34	114.8	0.1	1	1	1.9e-36	5.6e-34	114.5	0.1	99	224	60	183	43	198	0.9	-	GCF_008693845.1_protein.faa_WP_005754552.1
GCF_008693845.1_protein.faa_WP_005754722.1	-	207	neuO_final_mafft	-	319	4.2e-25	85.3	3.6	1	2	0.0038	1.1	5.1	0	134	156	60	83	42	91	0.77	-	GCF_008693845.1_protein.faa_WP_005754722.1
GCF_031191225.1_protein.faa_WP_000200262.1	-	185	neuO_final_mafft	-	319	4.3e-24	81.8	0.4	1	1	1.3e-26	5.4e-24	81.4	0.4	103	225	61	181	44	184	0.89	-	GCF_031191225.1_protein.faa_WP_000200262.1
GCF_031191225.1_protein.faa_WP_000127463.1	-	232	neuO_final_mafft	-	319	8.4e-20	67.7	21.6	1	2	0.0069	2.9	3.5	8.4	173	205	94	126	80	159	0.84	-	GCF_031191225.1_protein.faa_WP_000127463.1
GCF_031202895.1_protein.faa_WP_000136507.1	-	201	neuO_final_mafft	-	319	1.7e-32	109.7	0.1	1	1	5e-35	2.1e-32	109.4	0.1	100	225	57	180	23	188	0.92	-	GCF_031202895.1_protein.faa_WP_000136507.1
GCF_031202895.1_protein.faa_WP_000146565.1	-	212	neuO_final_mafft	-	319	5.2e-22	75.2	6.5	1	1	4.9e-24	2.1e-21	73.3	6.6	170	225	106	161	33	211	0.84	-	GCF_031202895.1_protein.faa_WP_000146565.1
GCF_036010325.1_protein.faa_WP_327325239.1	-	193	neuO_final_mafft	-	319	7.4e-27	93	0	1	1	1.3e-29	9.6e-27	92.7	0	96	225	57	183	54	191	0.9	-	GCF_036010325.1_protein.faa_WP_327325239.1
GCF_036010325.1_protein.faa_WP_327324969.1	-	174	neuO_final_mafft	-	319	2.6e-21	74.8	0	1	1	5.4e-24	3.8e-21	74.3	0	114	225	59	170	41	172	0.89	-	GCF_036010325.1_protein.faa_WP_327324969.1
GCF_036010325.1_protein.faa_WP_327322092.1	-	246	neuO_final_mafft	-	319	6.3e-21	73.6	0.1	1	2	0.23	160	-0.1	0	109	125	68	84	60	94	0.58	-	GCF_036010325.1_protein.faa_WP_327322092.1
GCF_036010325.1_protein.faa_WP_327326154.1	-	226	neuO_final_mafft	-	319	2.6e-16	58.4	0.1	1	2	0.23	160	-0.1	0	123	148	55	80	50	90	0.75	-	GCF_036010325.1_protein.faa_WP_327326154.1
GCF_035666055.1_protein.faa_WP_005754552.1	-	203	neuO_final_mafft	-	319	4.7e-34	114.8	0.1	1	1	1.9e-36	5.6e-34	114.5	0.1	99	224	60	183	43	198	0.9	-	GCF_035666055.1_protein.faa_WP_005754552.1
GCF_035666055.1_protein.faa_WP_015702729.1	-	207	neuO_final_mafft	-	319	2.9e-25	85.9	3.6	1	2	0.0037	1.1	5.2	0	134	157	60	84	42	91	0.77	-	GCF_035666055.1_protein.faa_WP_015702729.1
GCF_002953435.1_protein.faa_WP_011478229.1	-	111	neuO_final_mafft	-	319	4.9e-66	221.2	7.2	1	1	1.7e-68	5.4e-66	221	7.2	143	261	1	111	1	111	0.99	-	GCF_002953435.1_protein.faa_WP_011478229.1
GCF_002953435.1_protein.faa_WP_001350624.1	-	203	neuO_final_mafft	-	319	2.4e-34	117	0.5	1	1	9.8e-37	3.1e-34	116.7	0.5	98	237	60	194	51	202	0.88	-	GCF_002953435.1_protein.faa_WP_001350624.1
GCF_002953435.1_protein.faa_WP_000102543.1	-	183	neuO_final_mafft	-	319	1e-31	108.4	0.4	1	1	4e-34	1.3e-31	108.1	0.4	104	225	63	182	54	183	0.93	-	GCF_002953435.1_protein.faa_WP_000102543.1
GCF_002953435.1_protein.faa_WP_001153563.1	-	182	neuO_final_mafft	-	319	1e-19	69	2.6	1	1	5.8e-22	1.8e-19	68.1	2.6	95	227	53	179	47	181	0.91	-	GCF_002953435.1_protein.faa_WP_001153563.1
GCF_002953435.1_protein.faa_WP_000186237.1	-	210	neuO_final_mafft	-	319	2.2e-19	67.9	0.8	1	1	1.2e-21	3.8e-19	67.1	0.8	170	226	108	164	103	171	0.94	-	GCF_002953435.1_protein.faa_WP_000186237.1
GCF_036345955.1_protein.faa_WP_330248158.1	-	198	neuO_final_mafft	-	319	1e-27	96	0	1	1	1e-30	1.4e-27	95.5	0	99	225	60	183	55	185	0.9	-	GCF_036345955.1_protein.faa_WP_330248158.1
GCF_036345955.1_protein.faa_WP_330243748.1	-	246	neuO_final_mafft	-	319	4.8e-20	70.7	0.1	1	1	6.9e-23	9.5e-20	69.8	0.1	109	225	92	208	71	211	0.92	-	GCF_036345955.1_protein.faa_WP_330243748.1
GCF_036345955.1_protein.faa_WP_330244628.1	-	219	neuO_final_mafft	-	319	4.2e-16	57.8	0.4	1	2	1.7	2400	-3.8	0	134	149	64	79	55	83	0.74	-	GCF_036345955.1_protein.faa_WP_330244628.1
GCF_002556545.1_protein.faa_WP_098247622.1	-	175	neuO_final_mafft	-	319	2.3e-28	98	0.5	1	1	2.6e-31	3e-28	97.7	0.5	108	225	59	173	50	174	0.92	-	GCF_002556545.1_protein.faa_WP_098247622.1
GCF_002556545.1_protein.faa_WP_098241068.1	-	245	neuO_final_mafft	-	319	4.6e-26	90.5	1	1	1	7.9e-29	9.2e-26	89.5	1	111	229	94	209	50	216	0.9	-	GCF_002556545.1_protein.faa_WP_098241068.1
GCF_002556545.1_protein.faa_WP_098240714.1	-	483	neuO_final_mafft	-	319	6.9e-23	80.1	0.2	1	1	8.8e-26	1e-22	79.5	0.2	113	237	97	224	89	261	0.9	-	GCF_002556545.1_protein.faa_WP_098240714.1
GCF_002556545.1_protein.faa_WP_098243292.1	-	216	neuO_final_mafft	-	319	3.2e-16	58.1	0	1	2	1.7	2000	-3.6	0	136	148	66	78	59	85	0.62	-	GCF_002556545.1_protein.faa_WP_098243292.1
GCF_032260685.1_protein.faa_WP_005754552.1	-	203	neuO_final_mafft	-	319	5.2e-34	114.8	0.1	1	1	1.9e-36	6.3e-34	114.5	0.1	99	224	60	183	43	198	0.9	-	GCF_032260685.1_protein.faa_WP_005754552.1
GCF_032260685.1_protein.faa_WP_005751885.1	-	207	neuO_final_mafft	-	319	4.7e-25	85.3	3.6	1	2	0.0038	1.2	5.1	0	134	156	60	83	42	91	0.77	-	GCF_032260685.1_protein.faa_WP_005751885.1
GCF_002871855.1_protein.faa_WP_101629410.1	-	218	neuO_final_mafft	-	319	1.9e-25	86.3	0	1	1	6.4e-28	2.9e-25	85.7	0	32	233	20	214	2	216	0.89	-	GCF_002871855.1_protein.faa_WP_101629410.1
GCF_025946945.1_protein.faa_WP_014917244.1	-	185	neuO_final_mafft	-	319	2.8e-28	95.7	0	1	1	8.9e-31	3.4e-28	95.4	0	103	225	61	181	30	183	0.92	-	GCF_025946945.1_protein.faa_WP_014917244.1
GCF_025946945.1_protein.faa_WP_012028552.1	-	232	neuO_final_mafft	-	319	1.4e-19	67.1	5.6	1	4	0.85	320	-3.1	0	51	67	14	30	4	31	0.69	-	GCF_025946945.1_protein.faa_WP_012028552.1
GCF_036347215.1_protein.faa_WP_298555912.1	-	265	neuO_final_mafft	-	319	9.4e-25	86.1	0.4	1	1	1.9e-27	3e-24	84.5	0.3	113	230	93	207	70	213	0.91	-	GCF_036347215.1_protein.faa_WP_298555912.1
GCF_036347215.1_protein.faa_WP_329326530.1	-	696	neuO_final_mafft	-	319	2.7e-18	64.9	2	1	1	2.7e-21	4.2e-18	64.3	1.4	169	225	132	188	123	217	0.88	-	GCF_036347215.1_protein.faa_WP_329326530.1
GCF_020783575.1_protein.faa_WP_004931000.1	-	194	neuO_final_mafft	-	319	1.1e-31	108.5	0	1	1	1.4e-34	1.3e-31	108.2	0	103	225	73	193	61	194	0.93	-	GCF_020783575.1_protein.faa_WP_004931000.1
GCF_020783575.1_protein.faa_WP_121548332.1	-	197	neuO_final_mafft	-	319	5.4e-28	96.4	0	1	1	6.8e-31	6.6e-28	96.1	0	116	224	72	178	54	188	0.89	-	GCF_020783575.1_protein.faa_WP_121548332.1
GCF_020783575.1_protein.faa_WP_121545125.1	-	276	neuO_final_mafft	-	319	1.1e-24	85.4	0.3	1	2	1.8	1700	-3.9	0	175	187	67	79	65	83	0.43	-	GCF_020783575.1_protein.faa_WP_121545125.1
GCF_002005225.1_protein.faa_WP_055420249.1	-	213	neuO_final_mafft	-	319	1.2e-30	105.3	0.2	1	1	1.8e-33	1.5e-30	104.9	0.2	108	225	77	192	65	203	0.92	-	GCF_002005225.1_protein.faa_WP_055420249.1
GCF_002005225.1_protein.faa_WP_055420145.1	-	193	neuO_final_mafft	-	319	5.4e-30	103.2	0	1	1	7.9e-33	6.7e-30	102.8	0	106	225	75	192	65	193	0.95	-	GCF_002005225.1_protein.faa_WP_055420145.1
GCF_002005225.1_protein.faa_WP_055420946.1	-	267	neuO_final_mafft	-	319	7.1e-25	86.3	0.9	1	1	1.8e-27	1.5e-24	85.2	0.4	114	225	94	205	73	210	0.93	-	GCF_002005225.1_protein.faa_WP_055420946.1
GCF_002005225.1_protein.faa_WP_055420143.1	-	213	neuO_final_mafft	-	319	2.1e-17	61.8	0.4	1	1	3.4e-20	2.9e-17	61.3	0.4	171	226	114	169	109	195	0.93	-	GCF_002005225.1_protein.faa_WP_055420143.1
GCF_002005225.1_protein.faa_WP_055417419.1	-	219	neuO_final_mafft	-	319	5e-17	60.5	0.2	1	2	0.064	55	1.3	0	128	149	57	78	47	92	0.75	-	GCF_002005225.1_protein.faa_WP_055417419.1
GCF_009832925.1_protein.faa_WP_159683028.1	-	193	neuO_final_mafft	-	319	4.7e-28	96.7	0	1	1	4.5e-31	5.8e-28	96.4	0	105	225	74	192	63	193	0.94	-	GCF_009832925.1_protein.faa_WP_159683028.1
GCF_009832925.1_protein.faa_WP_159689188.1	-	186	neuO_final_mafft	-	319	1e-26	92.3	0	1	1	1e-29	1.3e-26	91.9	0	97	225	58	183	55	185	0.89	-	GCF_009832925.1_protein.faa_WP_159689188.1
GCF_009832925.1_protein.faa_WP_159682244.1	-	214	neuO_final_mafft	-	319	3.8e-17	60.8	0.9	1	1	4.8e-20	6.2e-17	60.2	0.9	172	225	116	169	113	177	0.95	-	GCF_009832925.1_protein.faa_WP_159682244.1
GCF_900638485.1_protein.faa_WP_104723652.1	-	150	neuO_final_mafft	-	319	2.5e-17	59.2	3.7	1	1	1.8e-19	4.6e-17	58.3	3.8	112	224	43	148	36	150	0.87	-	GCF_900638485.1_protein.faa_WP_104723652.1
GCF_003111665.1_protein.faa_WP_108976257.1	-	195	neuO_final_mafft	-	319	3e-18	63.9	8.8	1	1	1.3e-20	4.2e-18	63.5	8.8	113	225	72	184	34	190	0.83	-	GCF_003111665.1_protein.faa_WP_108976257.1
GCF_003111665.1_protein.faa_WP_108973202.1	-	201	neuO_final_mafft	-	319	4.8e-16	56.7	8	1	1	3.1e-18	9.6e-16	55.7	7.8	112	224	69	181	60	187	0.92	-	GCF_003111665.1_protein.faa_WP_108973202.1
GCF_029773745.1_protein.faa_WP_279621936.1	-	177	neuO_final_mafft	-	319	1.8e-29	99.8	0	1	1	8e-32	2.1e-29	99.5	0	93	219	52	176	32	177	0.92	-	GCF_029773745.1_protein.faa_WP_279621936.1
GCF_029773745.1_protein.faa_WP_039196407.1	-	191	neuO_final_mafft	-	319	5.1e-25	85.2	2.6	1	1	2.4e-27	6.5e-25	84.8	2.6	103	224	65	182	42	185	0.89	-	GCF_029773745.1_protein.faa_WP_039196407.1
GCF_029773745.1_protein.faa_WP_279622452.1	-	210	neuO_final_mafft	-	319	2e-15	53.6	11.7	1	3	1.6e-5	0.0042	13.2	3.5	175	207	103	135	87	148	0.87	-	GCF_029773745.1_protein.faa_WP_279622452.1
GCF_014169775.1_protein.faa_WP_001376741.1	-	203	neuO_final_mafft	-	319	5.1e-35	119.1	0.1	1	1	2.1e-37	6.4e-35	118.8	0.1	96	238	58	195	51	202	0.89	-	GCF_014169775.1_protein.faa_WP_001376741.1
GCF_014169775.1_protein.faa_WP_000102564.1	-	183	neuO_final_mafft	-	319	1e-31	108.3	0.5	1	1	4.3e-34	1.3e-31	107.9	0.5	104	225	63	182	55	183	0.93	-	GCF_014169775.1_protein.faa_WP_000102564.1
GCF_014169775.1_protein.faa_WP_001153593.1	-	182	neuO_final_mafft	-	319	9.9e-20	68.9	2.7	1	1	5.7e-22	1.8e-19	68.1	2.7	95	227	53	179	46	181	0.91	-	GCF_014169775.1_protein.faa_WP_001153593.1
