GCF_002988215.2_protein.faa_WP_246593137.1	-	298	CST-I	PF06002.18	295	2.8e-107	355.1	20.3	1	1	2e-110	3.3e-107	354.9	20.3	1	294	5	294	5	295	0.95	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_002988885.2_protein.faa_WP_012054574.1	-	318	CST-I	PF06002.18	295	4.2e-108	357.9	14.1	1	1	6.1e-111	5e-108	357.6	14.1	2	295	25	312	24	312	0.96	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_002988885.2_protein.faa_WP_246593137.1	-	298	CST-I	PF06002.18	295	2.8e-107	355.1	20.3	1	1	4.1e-110	3.3e-107	354.9	20.3	1	294	5	294	5	295	0.95	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_003019755.1_protein.faa_WP_008794743.1	-	64	CST-I	PF06002.18	295	0.013	12.0	0.0	1	1	5.6e-06	0.013	12.0	0.0	133	179	2	49	1	64	0.81	MULTISPECIES:	hypothetical	protein	[Fusobacterium]
GCF_003019925.1_protein.faa_WP_043085355.1	-	239	CST-I	PF06002.18	295	0.0018	16.0	0.0	1	1	5.3e-07	0.0026	15.4	0.0	170	271	62	163	47	170	0.86	DeoR/GlpR	family	DNA-binding	transcription	regulator	[Pluralibacter	gergoviae]
GCF_003060725.1_protein.faa_WP_002858290.1	-	294	CST-I	PF06002.18	295	1.1e-167	553.4	28.7	1	1	7.7e-171	1.3e-167	553.3	28.7	1	295	5	288	5	288	1.00	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_003060745.1_protein.faa_WP_002858290.1	-	294	CST-I	PF06002.18	295	1.1e-167	553.4	28.7	1	1	7.7e-171	1.3e-167	553.3	28.7	1	295	5	288	5	288	1.00	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_003060785.1_protein.faa_WP_002858290.1	-	294	CST-I	PF06002.18	295	1.1e-167	553.4	28.7	1	1	7.7e-171	1.2e-167	553.3	28.7	1	295	5	288	5	288	1.00	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_003061385.1_protein.faa_WP_010907055.1	-	303	CST-I	PF06002.18	295	1.6e-176	582.8	14.1	1	1	8.8e-180	1.8e-176	582.6	14.1	1	295	11	303	11	303	1.00	alpha-2,3-sialyltransferase	[Pasteurella	multocida]
GCF_003176835.1_protein.faa_WP_003131983.1	-	66	CST-I	PF06002.18	295	0.0062	13.2	0.3	1	1	2.4e-06	0.0062	13.2	0.3	150	183	5	38	1	52	0.86	MULTISPECIES:	hypothetical	protein	[Lactococcus]
GCF_003213725.2_protein.faa_WP_109204985.1	-	295	CST-I	PF06002.18	295	0.00091	15.8	0.6	1	1	1.9e-06	0.0043	13.6	0.6	2	174	43	228	42	288	0.63	6-hydroxymethylpterin	diphosphokinase	MptE-like	protein	[Helicobacter	cinaedi]
GCF_003214155.2_protein.faa_WP_015453527.1	-	295	CST-I	PF06002.18	295	0.0009	15.8	0.6	1	1	1.9e-06	0.0043	13.6	0.6	2	174	43	228	42	288	0.63	6-hydroxymethylpterin	diphosphokinase	MptE-like	protein	[Helicobacter	cinaedi]
GCF_003351425.1_protein.faa_WP_114893164.1	-	316	CST-I	PF06002.18	295	1.4e-108	359.4	16.4	1	1	1.1e-111	1.7e-108	359.1	16.4	1	295	22	310	22	310	0.96	MULTISPECIES:	alpha-2,3-sialyltransferase	[Haemophilus]
GCF_003351445.1_protein.faa_WP_105905919.1	-	324	CST-I	PF06002.18	295	4.7e-108	357.8	14.1	1	1	6.6e-111	5.6e-108	357.5	14.1	2	295	31	318	30	318	0.96	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_003351445.1_protein.faa_WP_114908247.1	-	326	CST-I	PF06002.18	295	3.2e-106	351.7	16.9	1	1	4.6e-109	3.9e-106	351.4	16.9	1	294	31	322	31	323	0.94	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_003351465.1_protein.faa_WP_239994618.1	-	302	CST-I	PF06002.18	295	3.7e-108	358.1	16.7	1	1	2.6e-111	4.3e-108	357.8	16.7	1	294	9	298	9	299	0.95	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_003351585.1_protein.faa_WP_114877315.1	-	316	CST-I	PF06002.18	295	8.4e-110	363.5	20.2	1	1	1.2e-112	1e-109	363.2	20.2	2	294	26	314	25	315	0.95	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_003351585.1_protein.faa_WP_239496076.1	-	303	CST-I	PF06002.18	295	9.2e-109	360.1	15.1	1	1	1.3e-111	1.1e-108	359.9	15.1	1	295	9	297	9	297	0.96	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_003351605.1_protein.faa_WP_114890103.1	-	318	CST-I	PF06002.18	295	4.3e-108	357.8	16.7	1	1	3.2e-111	5.2e-108	357.5	16.7	1	294	25	314	25	315	0.95	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_003352345.1_protein.faa_WP_080452593.1	-	307	CST-I	PF06002.18	295	1.4e-108	359.5	16.4	1	1	9.4e-112	1.7e-108	359.3	16.4	1	295	13	301	13	301	0.96	MULTISPECIES:	alpha-2,3-sialyltransferase	[Haemophilus]
GCF_003352365.1_protein.faa_WP_114893699.1	-	332	CST-I	PF06002.18	295	1.8e-108	359.2	16.4	1	1	1.3e-111	2.2e-108	358.9	16.4	1	295	38	326	38	326	0.96	MULTISPECIES:	alpha-2,3-sialyltransferase	[Haemophilus]
GCF_003352405.1_protein.faa_WP_240320398.1	-	350	CST-I	PF06002.18	295	2.1e-108	359.0	16.4	1	1	1.5e-111	2.7e-108	358.6	16.4	1	295	56	344	56	344	0.96	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_003368185.1_protein.faa_WP_002935331.1	-	291	CST-I	PF06002.18	295	4.8e-109	361.0	26.5	1	1	3.2e-112	5.4e-109	360.8	26.5	2	295	3	291	2	291	0.98	alpha-2,3-sialyltransferase	[Campylobacter	jejuni]
GCF_003368205.1_protein.faa_WP_115794550.1	-	291	CST-I	PF06002.18	295	3.1e-108	358.2	25.9	1	1	2.3e-111	3.5e-108	358.0	25.9	2	295	3	291	2	291	0.98	alpha-2,3-sialyltransferase	[Campylobacter	jejuni]
GCF_003368245.1_protein.faa_WP_002878823.1	-	291	CST-I	PF06002.18	295	2.2e-109	362.0	24.7	1	1	1.5e-112	2.5e-109	361.9	24.7	2	295	3	291	2	291	0.98	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_003402875.1_protein.faa_WP_015702737.1	-	303	CST-I	PF06002.18	295	5.2e-176	581.2	13.4	1	1	2.6e-179	5.8e-176	581.1	13.4	1	295	11	303	11	303	1.00	alpha-2,3-sialyltransferase	[Pasteurella	multocida]
GCF_003402895.1_protein.faa_WP_015702737.1	-	303	CST-I	PF06002.18	295	5.2e-176	581.2	13.4	1	1	2.6e-179	5.9e-176	581.1	13.4	1	295	11	303	11	303	1.00	alpha-2,3-sialyltransferase	[Pasteurella	multocida]
GCF_003402915.1_protein.faa_WP_015702737.1	-	303	CST-I	PF06002.18	295	5.2e-176	581.2	13.4	1	1	2.6e-179	5.8e-176	581.1	13.4	1	295	11	303	11	303	1.00	alpha-2,3-sialyltransferase	[Pasteurella	multocida]
GCF_003402935.1_protein.faa_WP_015702737.1	-	303	CST-I	PF06002.18	295	5.2e-176	581.2	13.4	1	1	2.6e-179	5.8e-176	581.1	13.4	1	295	11	303	11	303	1.00	alpha-2,3-sialyltransferase	[Pasteurella	multocida]
GCF_003425445.1_protein.faa_WP_240321234.1	-	340	CST-I	PF06002.18	295	5.4e-108	357.5	16.7	1	1	4.1e-111	6.9e-108	357.2	16.7	1	294	47	336	47	337	0.95	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_003425465.1_protein.faa_WP_116953890.1	-	308	CST-I	PF06002.18	295	4.8e-107	354.4	15.8	1	1	3.4e-110	5.6e-107	354.2	15.8	1	295	14	302	14	302	0.96	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_003425485.1_protein.faa_WP_110418144.1	-	330	CST-I	PF06002.18	295	4.7e-108	357.7	14.1	1	1	7e-111	5.7e-108	357.4	14.1	2	295	37	324	36	324	0.96	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_003425485.1_protein.faa_WP_116954312.1	-	336	CST-I	PF06002.18	295	4.2e-107	354.6	20.3	1	1	6.4e-110	5.2e-107	354.3	20.3	1	294	43	332	43	333	0.95	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_003425505.1_protein.faa_WP_105905919.1	-	324	CST-I	PF06002.18	295	5.2e-108	357.8	14.1	1	1	6.6e-111	6.2e-108	357.5	14.1	2	295	31	318	30	318	0.96	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_003425505.1_protein.faa_WP_116966591.1	-	322	CST-I	PF06002.18	295	2.8e-107	355.4	16.0	1	1	3.6e-110	3.4e-107	355.1	16.0	1	294	29	318	29	319	0.94	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_003425525.1_protein.faa_WP_105197415.1	-	316	CST-I	PF06002.18	295	6.7e-108	357.3	14.3	1	1	8.9e-111	7.9e-108	357.1	14.3	1	295	22	310	22	310	0.96	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_003425525.1_protein.faa_WP_112111432.1	-	328	CST-I	PF06002.18	295	2.7e-107	355.3	16.0	1	1	3.8e-110	3.4e-107	355.0	16.0	1	294	35	324	35	325	0.94	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_003425565.1_protein.faa_WP_238144209.1	-	298	CST-I	PF06002.18	295	2.5e-108	358.7	16.2	1	1	3.4e-111	2.9e-108	358.4	16.2	1	294	5	294	5	295	0.95	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_003425565.1_protein.faa_WP_105874519.1	-	316	CST-I	PF06002.18	295	4.3e-108	357.9	14.1	1	1	6e-111	5.1e-108	357.6	14.1	2	295	23	310	22	310	0.96	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_003425585.1_protein.faa_WP_240323012.1	-	340	CST-I	PF06002.18	295	2.9e-107	355.1	16.0	1	1	2.2e-110	3.7e-107	354.8	16.0	1	294	47	336	47	337	0.94	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_003425605.1_protein.faa_WP_116967558.1	-	322	CST-I	PF06002.18	295	3.2e-108	358.3	16.2	1	1	4.6e-111	3.9e-108	358.0	16.2	1	294	29	318	29	319	0.95	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_003425605.1_protein.faa_WP_105874519.1	-	316	CST-I	PF06002.18	295	4.3e-108	357.9	14.1	1	1	6e-111	5.1e-108	357.6	14.1	2	295	23	310	22	310	0.96	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_003425625.1_protein.faa_WP_116939635.1	-	325	CST-I	PF06002.18	295	3.6e-106	351.5	14.3	1	1	5.3e-109	4.4e-106	351.3	14.3	1	295	34	319	34	319	0.95	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_003425625.1_protein.faa_WP_240323018.1	-	273	CST-I	PF06002.18	295	6.5e-99	327.7	18.4	1	1	9.1e-102	7.5e-99	327.5	18.4	20	294	1	271	1	272	0.94	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_003425645.1_protein.faa_WP_116937980.1	-	324	CST-I	PF06002.18	295	1e-108	360.0	20.3	1	1	6.8e-112	1.2e-108	359.7	20.3	1	294	31	320	31	321	0.95	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_003425715.1_protein.faa_WP_058222142.1	-	338	CST-I	PF06002.18	295	5.2e-108	357.6	14.1	1	1	7.6e-111	6.5e-108	357.3	14.1	2	295	45	332	44	332	0.96	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_003425715.1_protein.faa_WP_116938441.1	-	342	CST-I	PF06002.18	295	2.9e-107	355.1	16.0	1	1	4.5e-110	3.8e-107	354.8	16.0	1	294	49	338	49	339	0.94	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_003425765.1_protein.faa_WP_116961674.1	-	316	CST-I	PF06002.18	295	5.3e-107	354.3	15.8	1	1	3.7e-110	6.2e-107	354.0	15.8	1	295	22	310	22	310	0.96	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_003425815.1_protein.faa_WP_116962865.1	-	336	CST-I	PF06002.18	295	5.2e-108	357.6	16.7	1	1	3.9e-111	6.6e-108	357.3	16.7	1	294	43	332	43	333	0.95	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_003425935.1_protein.faa_WP_105197415.1	-	316	CST-I	PF06002.18	295	6.4e-108	357.3	14.3	1	1	8.9e-111	7.6e-108	357.1	14.3	1	295	22	310	22	310	0.96	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_003425935.1_protein.faa_WP_112111432.1	-	328	CST-I	PF06002.18	295	2.6e-107	355.3	16.0	1	1	3.8e-110	3.2e-107	355.0	16.0	1	294	35	324	35	325	0.94	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_003425955.1_protein.faa_WP_116961630.1	-	312	CST-I	PF06002.18	295	4.2e-108	357.9	14.1	1	1	2.8e-111	5e-108	357.7	14.1	2	295	19	306	18	306	0.96	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_003433515.1_protein.faa_WP_162889373.1	-	261	CST-I	PF06002.18	295	3.9e-15	53.8	0.0	1	1	3.6e-18	1.3e-14	52.1	0.0	3	246	6	237	4	246	0.81	alpha-2,3-sialyltransferase	[Maritalea	myrionectae]
GCF_003443615.1_protein.faa_WP_118493573.1	-	164	CST-I	PF06002.18	295	0.0069	13.6	0.1	1	1	2.6e-06	0.0095	13.2	0.1	55	131	40	115	29	122	0.83	YcgN	family	cysteine	cluster	protein	[Alteromonas	sp.	BL110]
GCF_003555545.1_protein.faa_WP_119052970.1	-	194	CST-I	PF06002.18	295	0.041	11.9	0.0	1	1	7.9e-06	0.051	11.6	0.0	85	179	35	129	6	138	0.81	DapH/DapD/GlmU-related	protein	[Paraflavitalea	soli]
GCF_003627395.2_protein.faa_WP_003131983.1	-	66	CST-I	PF06002.18	295	0.0061	13.2	0.3	1	1	2.4e-06	0.0062	13.2	0.3	150	183	5	38	1	52	0.86	MULTISPECIES:	hypothetical	protein	[Lactococcus]
GCF_003719595.1_protein.faa_WP_123062160.1	-	188	CST-I	PF06002.18	295	0.00089	16.9	0.2	1	1	2.3e-07	0.0011	16.6	0.2	130	203	103	179	56	185	0.77	MULTISPECIES:	phage	repressor	protein	CI	[Serratia]
GCF_003722255.1_protein.faa_WP_003131983.1	-	66	CST-I	PF06002.18	295	0.0049	13.2	0.3	1	1	2.4e-06	0.0049	13.2	0.3	150	183	5	38	1	52	0.86	MULTISPECIES:	hypothetical	protein	[Bacilli]
GCF_003722275.1_protein.faa_WP_003131983.1	-	66	CST-I	PF06002.18	295	0.0055	13.2	0.3	1	1	2.4e-06	0.0055	13.2	0.3	150	183	5	38	1	52	0.86	MULTISPECIES:	hypothetical	protein	[Lactococcus]
GCF_003971585.1_protein.faa_WP_002858290.1	-	294	CST-I	PF06002.18	295	1.2e-167	553.4	28.7	1	1	7.7e-171	1.4e-167	553.3	28.7	1	295	5	288	5	288	1.00	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_003999645.1_protein.faa_WP_016818344.1	-	424	CST-I	PF06002.18	295	8.4e-87	288.0	20.7	1	2	5e-90	8.4e-87	288.0	20.7	2	253	13	258	12	268	0.97	alpha-2,3-sialyltransferase	[Campylobacter	jejuni]
GCF_003999645.1_protein.faa_WP_016818344.1	-	424	CST-I	PF06002.18	295	8.4e-87	288.0	20.7	2	2	0.021	35	0.3	0.3	165	282	292	325	262	337	0.56	alpha-2,3-sialyltransferase	[Campylobacter	jejuni]
GCF_004001205.1_protein.faa_WP_014372804.1	-	100	CST-I	PF06002.18	295	0.0011	15.0	0.0	1	1	7.7e-07	0.0013	14.9	0.0	167	238	20	97	12	100	0.80	30S	ribosomal	protein	S6	[Melissococcus	plutonius]
GCF_004307315.1_protein.faa_WP_265174491.1	-	86	CST-I	PF06002.18	295	2.1e-08	30.6	1.6	1	1	1.3e-11	2.1e-08	30.6	1.6	114	176	4	68	1	82	0.81	alpha-2,3-sialyltransferase	[Campylobacter	coli]
GCF_004803775.1_protein.faa_WP_171994103.1	-	299	CST-I	PF06002.18	295	1.8e-85	283.8	20.4	1	1	1.1e-88	2.1e-85	283.5	20.4	2	260	5	266	4	298	0.89	alpha-2,3-sialyltransferase	[Campylobacter	mucosalis]
GCF_004924295.1_protein.faa_WP_136696356.1	-	593	CST-I	PF06002.18	295	3e-95	315.6	30.8	1	2	1.9e-98	3e-95	315.6	30.8	1	269	14	279	14	309	0.93	alpha-2,3-sialyltransferase	[Campylobacter	jejuni]
GCF_004924295.1_protein.faa_WP_136696356.1	-	593	CST-I	PF06002.18	295	3e-95	315.6	30.8	2	2	0.24	3.8e+02	-3.2	3.3	226	226	436	436	354	503	0.46	alpha-2,3-sialyltransferase	[Campylobacter	jejuni]
GCF_006274235.1_protein.faa_WP_015702737.1	-	303	CST-I	PF06002.18	295	5.2e-176	581.2	13.4	1	1	2.6e-179	5.9e-176	581.1	13.4	1	295	11	303	11	303	1.00	alpha-2,3-sialyltransferase	[Pasteurella	multocida]
GCF_006351865.1_protein.faa_WP_015702737.1	-	303	CST-I	PF06002.18	295	5.2e-176	581.2	13.4	1	1	2.6e-179	5.9e-176	581.1	13.4	1	295	11	303	11	303	1.00	alpha-2,3-sialyltransferase	[Pasteurella	multocida]
GCF_006874665.1_protein.faa_WP_142499145.1	-	109	CST-I	PF06002.18	295	0.005	13.2	0.1	1	1	2.5e-06	0.0051	13.2	0.1	184	248	20	83	3	100	0.86	hypothetical	protein	[Limosilactobacillus	reuteri]
GCF_007567505.1_protein.faa_WP_144208175.1	-	220	CST-I	PF06002.18	295	0.0023	15.3	1.0	1	1	7.8e-07	0.0031	14.9	1.0	168	277	7	116	2	131	0.82	hypothetical	protein	[Shewanella	donghaensis]
GCF_007833715.1_protein.faa_WP_101458065.1	-	120	CST-I	PF06002.18	295	0.00086	16.0	0.3	1	1	4e-07	0.00099	15.8	0.3	146	222	23	96	10	110	0.85	hypothetical	protein	[Staphylococcus	pseudintermedius]
GCF_007954765.1_protein.faa_WP_003131983.1	-	66	CST-I	PF06002.18	295	0.0058	13.2	0.3	1	1	2.4e-06	0.0058	13.2	0.3	150	183	5	38	1	52	0.86	MULTISPECIES:	hypothetical	protein	[Lactococcus]
GCF_007980045.1_protein.faa_WP_021280638.1	-	103	CST-I	PF06002.18	295	0.021	11.5	0.0	1	1	9.3e-06	0.024	11.3	0.0	35	106	12	84	7	96	0.85	hypothetical	protein	[Mannheimia	haemolytica]
GCF_008386335.1_protein.faa_WP_002858290.1	-	294	CST-I	PF06002.18	295	1.1e-167	553.4	28.7	1	1	7.7e-171	1.3e-167	553.3	28.7	1	295	5	288	5	288	1.00	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_008586745.1_protein.faa_WP_149998772.1	-	320	CST-I	PF06002.18	295	2e-110	365.6	18.0	1	1	1.3e-113	2.5e-110	365.4	18.0	1	294	29	316	29	317	0.96	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_008586805.1_protein.faa_WP_149998772.1	-	320	CST-I	PF06002.18	295	2e-110	365.6	18.0	1	1	1.3e-113	2.5e-110	365.4	18.0	1	294	29	316	29	317	0.96	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_008586825.1_protein.faa_WP_149998818.1	-	316	CST-I	PF06002.18	295	2e-110	365.7	18.0	1	1	1.3e-113	2.4e-110	365.4	18.0	1	294	25	312	25	313	0.96	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_008693845.1_protein.faa_WP_263386069.1	-	243	CST-I	PF06002.18	295	6.2e-89	295.2	14.7	1	1	7.6e-92	7.6e-89	294.9	14.7	1	229	11	238	11	241	0.98	alpha-2,3-sialyltransferase	[Pasteurella	multocida]
GCF_008693845.1_protein.faa_WP_263386070.1	-	47	CST-I	PF06002.18	295	8e-14	48.6	1.6	1	1	8.5e-17	8.5e-14	48.6	1.6	249	295	1	47	1	47	0.97	alpha-2,3-sialyltransferase	[Pasteurella	multocida]
GCF_008727315.1_protein.faa_WP_002780628.1	-	296	CST-I	PF06002.18	295	5.9e-61	203.1	19.6	1	1	4.2e-64	7.1e-61	202.9	19.6	1	292	10	289	10	292	0.92	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_008727495.1_protein.faa_WP_002780628.1	-	296	CST-I	PF06002.18	295	6.2e-61	203.1	19.6	1	1	4.2e-64	7.5e-61	202.9	19.6	1	292	10	289	10	292	0.92	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_008728875.1_protein.faa_WP_003131983.1	-	66	CST-I	PF06002.18	295	0.006	13.2	0.3	1	1	2.4e-06	0.006	13.2	0.3	150	183	5	38	1	52	0.86	MULTISPECIES:	hypothetical	protein	[Lactococcus]
GCF_008831525.1_protein.faa_WP_012055268.1	-	334	CST-I	PF06002.18	295	1.4e-108	359.5	13.1	1	1	2e-111	1.7e-108	359.2	13.1	2	295	41	328	40	328	0.96	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_008831525.1_protein.faa_WP_012054969.1	-	326	CST-I	PF06002.18	295	2.6e-107	355.3	16.0	1	1	3.8e-110	3.2e-107	355.0	16.0	1	294	33	322	33	323	0.94	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_009036385.1_protein.faa_WP_139451906.1	-	283	CST-I	PF06002.18	295	6.6e-59	196.4	28.3	1	1	3.9e-61	6.6e-58	193.1	28.3	2	295	4	280	3	280	0.91	alpha-2,3-sialyltransferase	[Campylobacter	armoricus]
GCF_009363095.1_protein.faa_WP_152398400.1	-	109	CST-I	PF06002.18	295	0.006	14.6	0.5	1	1	9.9e-07	0.0065	14.5	0.5	5	79	23	98	19	107	0.67	hypothetical	protein	[Paenibacillus	cellulositrophicus]
GCF_009498375.1_protein.faa_WP_002858290.1	-	294	CST-I	PF06002.18	295	1.3e-167	553.4	28.7	1	1	7.7e-171	1.4e-167	553.3	28.7	1	295	5	288	5	288	1.00	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_009646155.1_protein.faa_WP_015702737.1	-	303	CST-I	PF06002.18	295	4.8e-176	581.2	13.4	1	1	2.6e-179	5.4e-176	581.1	13.4	1	295	11	303	11	303	1.00	alpha-2,3-sialyltransferase	[Pasteurella	multocida]
GCF_009649035.1_protein.faa_WP_002858290.1	-	294	CST-I	PF06002.18	295	1.2e-167	553.4	28.7	1	1	7.7e-171	1.3e-167	553.3	28.7	1	295	5	288	5	288	1.00	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_009685175.1_protein.faa_WP_154450650.1	-	117	CST-I	PF06002.18	295	0.01	13.0	0.0	1	1	3.1e-06	0.011	12.9	0.0	128	192	5	69	1	82	0.91	hypothetical	protein	[Methylocystis	rosea]
GCF_009720125.1_protein.faa_WP_002335627.1	-	80	CST-I	PF06002.18	295	0.0054	13.2	0.1	1	1	2.6e-06	0.0057	13.2	0.1	226	283	20	75	4	79	0.80	MULTISPECIES:	helix-turn-helix	domain-containing	protein	[Bacilli]
GCF_009730395.1_protein.faa_WP_002780628.1	-	296	CST-I	PF06002.18	295	5.8e-61	203.1	19.6	1	1	4.2e-64	7e-61	202.9	19.6	1	292	10	289	10	292	0.92	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_009731445.1_protein.faa_WP_014372804.1	-	100	CST-I	PF06002.18	295	0.0012	15.0	0.0	1	1	7.7e-07	0.0013	14.9	0.0	167	238	20	97	12	100	0.80	30S	ribosomal	protein	S6	[Melissococcus	plutonius]
GCF_009739575.1_protein.faa_WP_115173803.1	-	303	CST-I	PF06002.18	295	1.2e-175	579.9	15.0	1	1	6.5e-179	1.3e-175	579.8	15.0	1	295	11	303	11	303	1.00	alpha-2,3-sialyltransferase	[Pasteurella	multocida]
GCF_011149495.1_protein.faa_WP_104227519.1	-	301	CST-I	PF06002.18	295	4.5e-110	364.8	19.8	1	1	2.3e-113	5.1e-110	364.6	19.8	1	295	11	301	11	301	0.97	alpha-2,3-sialyltransferase	[Pasteurella	multocida]
GCF_012220945.1_protein.faa_WP_002822516.1	-	296	CST-I	PF06002.18	295	2.2e-61	204.5	19.5	1	1	1.6e-64	2.6e-61	204.2	19.5	1	292	10	289	10	292	0.92	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_012224585.1_protein.faa_WP_167840809.1	-	293	CST-I	PF06002.18	295	2.8e-109	361.7	28.3	1	1	1.9e-112	3.1e-109	361.6	28.3	2	295	4	293	3	293	0.98	alpha-2,3-sialyltransferase	[Campylobacter	jejuni]
GCF_012224765.1_protein.faa_WP_167844437.1	-	291	CST-I	PF06002.18	295	1.3e-108	359.6	24.4	1	1	1.7e-111	1.5e-108	359.4	24.4	2	295	3	291	2	291	0.98	alpha-2,3-sialyltransferase	[Campylobacter	jejuni]
GCF_012224765.1_protein.faa_WP_002855892.1	-	425	CST-I	PF06002.18	295	6.6e-87	288.3	23.8	1	2	8.5e-90	7.2e-87	288.2	22.0	2	253	13	258	12	295	0.96	alpha-2,3-sialyltransferase	[Campylobacter	jejuni]
GCF_012224765.1_protein.faa_WP_002855892.1	-	425	CST-I	PF06002.18	295	6.6e-87	288.3	23.8	2	2	0.075	63	-0.5	0.1	254	282	297	325	261	335	0.60	alpha-2,3-sialyltransferase	[Campylobacter	jejuni]
GCF_012224905.1_protein.faa_WP_002822516.1	-	296	CST-I	PF06002.18	295	2.2e-61	204.5	19.5	1	1	1.6e-64	2.6e-61	204.2	19.5	1	292	10	289	10	292	0.92	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_012225065.1_protein.faa_WP_002822516.1	-	296	CST-I	PF06002.18	295	2.2e-61	204.5	19.5	1	1	1.6e-64	2.6e-61	204.2	19.5	1	292	10	289	10	292	0.92	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_012889985.1_protein.faa_WP_002858290.1	-	294	CST-I	PF06002.18	295	1.1e-167	553.4	28.7	1	1	7.7e-171	1.3e-167	553.3	28.7	1	295	5	288	5	288	1.00	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_012897395.1_protein.faa_WP_002858290.1	-	294	CST-I	PF06002.18	295	1.1e-167	553.4	28.7	1	1	7.7e-171	1.2e-167	553.3	28.7	1	295	5	288	5	288	1.00	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_012897595.1_protein.faa_WP_002858290.1	-	294	CST-I	PF06002.18	295	1.2e-167	553.4	28.7	1	1	7.7e-171	1.3e-167	553.3	28.7	1	295	5	288	5	288	1.00	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_012898015.1_protein.faa_WP_002858290.1	-	294	CST-I	PF06002.18	295	1.2e-167	553.4	28.7	1	1	7.7e-171	1.3e-167	553.3	28.7	1	295	5	288	5	288	1.00	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_013127955.1_protein.faa_WP_171737768.1	-	95	CST-I	PF06002.18	295	0.021	12.4	0.0	1	1	4.7e-06	0.022	12.3	0.0	169	220	6	58	2	80	0.87	50S	ribosomal	protein	L23	[Spirosoma	taeanense]
